item,ability,nature,evs.ev_hp,evs.ev_attack,evs.ev_defense,evs.ev_special_attack,evs.ev_special_defense,evs.ev_speed,ivs.iv_hp,ivs.iv_attack,ivs.iv_defense,ivs.iv_special_attack,ivs.iv_special_defense,ivs.iv_speed,moves.move_1,moves.move_2,moves.move_3,moves.move_4
3,2,1,252,116,4,0,84,52,31,31,31,31,31,31,10,10,9,8
3,0,1,100,156,0,0,252,0,31,31,31,31,31,0,10,10,10,10
2,3,1,124,196,4,0,164,20,31,31,31,31,31,31,10,10,10,10
3,8,2,236,0,236,0,36,0,31,0,31,31,31,0,4,11,3,8
2,2,5,252,0,0,0,132,124,31,0,31,31,31,31,11,11,1,2
3,2,6,0,0,0,0,0,0,31,0,31,31,31,31,8,11,11,4
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,2,3
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
1,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,3,4
1,5,6,0,0,0,0,0,0,31,0,31,31,31,31,8,11,11,4
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,10,2
2,1,3,252,0,76,36,84,60,31,31,31,31,31,31,11,11,0,8
2,2,5,0,0,44,212,0,252,31,0,31,31,31,31,11,3,0,8
2,2,1,252,36,84,0,132,4,31,31,31,31,31,31,10,1,9,8
3,2,5,252,0,4,0,0,252,31,0,31,31,31,31,7,2,3,2
3,2,4,252,0,44,0,212,0,31,31,31,31,31,31,10,10,0,4
2,3,1,4,252,0,0,0,252,31,31,31,31,31,31,10,10,10,10
2,1,6,0,0,0,0,0,0,31,0,31,31,31,31,8,11,11,11
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,10,10
3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,2,10,10,10
2,4,6,0,0,0,0,0,0,31,0,31,31,31,31,8,11,11,11
1,2,6,0,0,0,0,0,0,31,31,31,31,31,31,0,10,10,10
3,1,5,140,84,44,0,60,180,31,31,31,31,31,31,10,10,10,10
3,2,5,252,0,4,0,0,252,31,31,31,31,31,31,4,3,10,0
3,1,3,252,0,220,0,0,36,31,0,31,31,31,31,11,11,11,8
3,4,2,252,0,164,0,92,0,31,0,31,31,31,31,3,8,11,1
3,2,3,180,0,140,116,68,4,31,20,31,31,31,31,11,11,11,8
3,2,5,0,0,4,252,0,252,31,0,31,31,31,31,11,3,11,8
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,1,9,8
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
3,3,6,0,0,0,0,0,0,31,0,31,31,31,31,11,3,1,2
3,2,6,0,0,0,0,0,0,31,0,31,31,31,31,11,4,3,8
3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
3,5,6,0,0,0,0,0,0,31,31,31,31,31,31,10,4,2,8
3,2,6,0,0,0,0,0,0,31,0,31,31,31,31,11,11,3,8
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,10
2,2,6,0,0,0,0,0,0,31,0,31,31,31,31,11,11,11,11
3,2,6,0,0,0,0,0,0,31,0,31,31,31,31,11,11,11,8
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,9,8
3,3,6,0,0,0,0,0,0,31,0,31,31,31,31,3,1,9,0
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,0,2
2,0,6,0,0,0,0,0,0,31,0,31,31,31,31,11,11,11,0
2,2,1,244,204,0,0,60,0,31,31,31,31,31,0,10,10,10,9
3,1,4,252,0,164,0,92,0,31,0,31,31,31,0,3,9,3,11
3,4,3,196,0,52,252,4,0,31,0,31,31,31,0,11,11,9,11
2,3,3,140,0,0,252,116,0,31,0,31,31,31,0,11,8,11,11
2,3,1,164,236,0,0,108,0,31,31,31,31,31,0,10,10,10,10
2,2,1,0,252,4,0,252,0,31,31,31,31,31,0,10,10,10,10
2,1,6,0,0,0,0,0,0,31,0,31,31,31,31,11,11,11,11
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
3,3,6,0,0,0,0,0,0,31,0,31,31,31,31,1,1,11,2
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,8,10,10
2,0,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,10,10
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,11
3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,10,10
3,2,6,0,0,0,0,0,0,31,0,31,31,31,31,8,11,11,3
3,2,6,0,0,0,0,0,0,31,20,31,31,31,31,8,11,11,11
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,2,6,0,0,0,0,0,0,31,0,31,31,31,31,8,11,11,2
3,8,6,0,0,0,0,0,0,31,0,31,31,31,31,8,4,11,3
3,1,3,252,0,172,36,36,12,31,31,31,31,31,31,11,11,11,11
2,2,5,172,0,4,76,4,252,31,0,31,31,31,31,11,11,0,8
2,3,4,252,0,212,0,0,44,31,31,31,31,31,31,2,10,4,10
3,2,2,244,0,188,0,76,0,31,31,31,31,31,31,10,10,0,2
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,11,10
2,4,2,252,0,220,0,36,0,31,0,31,31,31,31,11,8,0,11
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
2,4,6,0,0,0,0,0,0,31,0,31,31,31,31,11,11,9,2
3,3,6,0,0,0,0,0,0,31,0,31,31,31,31,1,0,1,3
2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
2,2,6,0,0,0,0,0,0,31,0,31,31,31,31,11,11,0,8
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,4,3,2,10
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
3,3,6,0,0,0,0,0,0,31,0,31,31,31,31,11,1,0,3
2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,2
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,4,6,0,0,0,0,0,0,31,0,31,31,31,31,11,11,2,8
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,2
3,4,6,0,0,0,0,0,0,31,0,31,31,31,31,11,11,3,8
3,2,6,0,0,0,0,0,0,31,20,31,31,31,31,11,11,11,11
3,2,5,84,164,4,0,4,252,31,31,31,31,31,31,2,10,10,11
3,2,3,196,0,60,196,52,4,31,20,31,31,31,31,11,11,11,8
3,1,1,244,180,12,0,44,28,31,31,31,31,31,31,10,10,10,10
3,2,1,4,252,4,0,4,244,31,31,31,31,31,31,10,0,4,8
2,4,3,92,0,44,196,100,76,31,0,31,31,31,31,11,11,2,9
2,3,4,220,4,140,0,116,28,31,31,31,31,31,31,10,10,2,2
3,2,1,252,116,4,0,100,36,31,31,31,31,31,31,8,9,10,1
3,2,1,84,236,76,0,108,0,31,31,31,31,31,0,10,10,10,10
2,4,5,252,4,0,0,0,252,31,31,31,31,31,31,2,3,3,10
2,1,3,156,0,4,196,4,148,31,31,31,31,31,31,11,11,11,11
2,4,5,252,0,116,4,4,132,31,0,31,31,31,31,8,0,11,11
2,3,4,244,4,196,0,52,12,31,31,31,31,31,31,10,10,2,2
3,2,1,196,236,4,0,68,4,31,31,31,31,31,31,10,10,11,10
3,2,5,0,0,4,252,0,252,31,0,31,31,31,31,11,11,3,8
2,2,2,188,4,244,0,36,36,31,31,31,31,31,31,10,10,2,8
2,2,5,12,252,4,0,92,148,31,31,31,31,31,31,10,10,10,8
3,8,4,252,0,180,0,76,0,31,0,31,31,31,22,11,4,3,8
2,2,3,228,0,4,252,4,20,31,20,31,31,31,31,11,11,11,8
3,1,3,4,0,4,252,4,244,31,31,31,31,31,31,11,11,11,11
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,11,10,2
3,4,2,252,0,220,4,4,28,31,0,31,31,31,31,11,3,1,8
2,2,2,92,4,212,0,4,196,31,31,31,31,31,31,10,10,2,8
2,3,5,252,0,0,0,0,252,31,30,31,31,31,31,7,2,2,2
2,2,5,4,0,0,252,0,252,31,0,0,31,0,31,11,11,0,9
2,1,1,252,84,4,0,132,36,31,31,31,31,31,31,10,10,4,8
3,1,3,172,0,4,220,4,108,31,31,31,31,31,31,11,11,11,11
3,3,4,252,4,124,0,116,12,31,31,31,31,31,31,10,2,0,4
2,4,5,252,0,116,4,4,132,31,0,31,31,31,31,11,11,0,8
3,2,2,252,0,156,0,100,0,31,31,31,31,31,31,10,10,0,10
3,3,6,252,0,0,0,0,0,31,30,31,31,31,31,7,2,2,2
2,2,2,188,0,156,0,0,164,31,31,31,31,31,31,10,10,2,0
2,1,3,244,0,0,116,0,148,31,31,31,31,31,31,11,11,11,11
3,2,4,244,4,100,0,156,4,31,31,31,31,31,31,10,10,10,10
3,8,4,236,0,116,0,156,0,31,0,31,31,31,0,11,4,3,8
2,4,2,252,0,236,0,0,20,31,0,31,31,31,31,11,11,0,8
3,3,4,252,0,212,4,36,4,31,31,31,31,31,31,10,4,2,0
3,1,6,0,0,0,0,0,0,31,0,31,31,31,31,11,11,11,11
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,2,6,0,0,0,0,0,0,31,0,31,31,31,31,11,11,1,8
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,0,8
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,4,10,3,2
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
2,1,3,156,0,4,196,4,148,31,31,31,31,31,31,11,11,11,11
2,4,3,228,0,76,100,4,100,31,0,31,31,31,31,11,11,0,8
3,2,4,244,4,20,0,156,84,31,31,31,31,31,31,10,2,0,10
3,1,1,252,36,4,0,156,60,31,31,31,31,31,31,10,10,10,10
3,3,1,4,252,0,0,0,252,31,31,31,31,31,31,10,10,10,2
3,4,2,252,0,116,4,100,36,31,0,31,31,31,31,11,4,3,1
3,2,5,0,0,4,252,0,252,31,0,31,31,31,31,11,11,3,8
2,2,2,92,4,156,0,4,252,31,31,31,31,31,31,10,10,2,8
2,3,1,172,236,4,0,36,60,31,31,31,31,31,31,10,10,10,10
2,2,5,0,252,0,0,4,252,31,31,31,31,31,31,10,10,10,8
3,3,5,252,0,52,4,52,148,31,0,31,31,31,31,11,1,1,2
3,1,2,252,0,252,0,4,0,31,0,31,31,31,28,11,3,9,2
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,1,9,8
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,0
3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,0,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,3,3
3,8,6,0,0,0,0,0,0,31,0,31,31,31,31,4,11,3,8
3,2,2,172,0,236,4,12,84,31,0,31,31,31,31,11,11,0,8
2,1,5,140,0,4,220,4,140,31,31,31,31,31,31,11,11,11,11
3,1,1,172,68,20,0,244,4,31,31,31,31,31,31,10,10,10,10
3,2,2,228,0,188,0,0,92,31,31,31,31,31,31,10,10,0,2
3,6,2,252,0,172,0,84,0,31,31,31,31,31,0,3,3,5,8
3,2,5,0,116,0,0,140,252,31,31,31,31,31,31,10,3,4,0
3,1,1,188,156,4,0,4,156,31,31,31,31,31,31,10,10,3,8
2,2,5,172,172,4,0,4,156,31,31,31,31,31,31,10,10,10,8
2,2,3,0,0,0,252,0,252,31,0,31,31,31,31,11,11,11,11
3,2,1,244,116,4,0,84,60,31,31,31,31,31,31,10,10,10,10
2,3,4,252,0,204,0,52,0,31,31,31,31,31,31,10,2,2,4
2,0,2,180,0,204,4,116,0,31,0,31,31,31,31,11,11,5,8
2,2,5,204,0,44,4,4,252,31,0,31,31,31,31,3,8,11,4
2,4,3,172,0,0,196,0,140,31,15,31,31,31,31,11,11,11,11
3,0,5,4,0,0,252,0,252,31,0,31,31,31,31,11,11,0,2
2,3,1,92,196,4,0,36,180,31,31,31,31,31,31,10,10,10,2
2,3,5,252,0,4,0,0,252,31,30,31,31,31,31,7,2,2,2
2,4,5,0,0,20,252,0,228,31,0,31,31,31,31,11,8,11,11
3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,3,11,9,3
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,3,4,10,2
2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,8,9
2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,9,11
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,8,11
2,4,2,172,0,236,76,12,12,31,15,31,31,31,31,11,11,0,8
3,1,3,108,0,68,116,4,212,31,31,31,31,31,31,11,11,11,11
3,8,3,188,0,252,68,0,0,31,0,31,31,31,31,11,3,0,8
2,2,5,0,252,0,0,4,252,31,31,31,31,31,31,10,10,10,10
3,2,2,252,0,164,0,92,0,31,31,31,31,31,29,10,10,0,10
2,3,1,4,252,0,0,0,252,31,31,31,31,31,31,1,10,10,10
2,1,5,4,252,0,0,0,252,31,31,31,31,31,31,10,10,10,8
2,1,3,100,0,140,252,4,12,31,31,31,31,31,31,11,11,11,11
3,2,5,0,0,20,236,0,252,31,1,31,31,31,31,11,11,11,8
3,2,4,252,0,124,0,132,0,31,31,31,31,31,29,10,0,10,8
2,5,4,252,0,76,4,156,20,31,6,31,31,31,31,11,10,3,8
2,2,5,244,0,12,0,0,252,31,4,31,31,31,31,0,3,4,8
2,6,2,252,0,252,0,4,0,31,31,31,31,31,31,2,0,10,8
3,2,5,252,4,0,0,0,252,31,0,31,31,31,31,2,3,4,2
2,2,5,0,0,0,252,4,252,31,0,31,31,31,31,0,11,11,8
2,2,2,180,4,156,0,4,164,31,31,31,31,31,31,2,10,10,8
2,3,1,0,252,0,0,4,252,31,31,31,31,31,31,10,10,10,10
2,3,2,252,0,252,0,0,4,31,30,31,31,31,31,7,2,2,2
2,4,4,196,0,116,0,196,0,31,0,31,31,31,31,11,1,8,5
3,2,5,0,0,4,252,0,252,31,0,31,31,31,31,11,11,11,8
2,3,2,4,0,252,0,252,0,31,31,31,31,31,31,2,2,4,7
3,2,2,212,0,116,0,180,0,31,31,31,31,31,31,11,1,10,1
3,1,1,252,36,0,0,220,0,31,31,31,31,31,31,10,10,10,10
2,4,2,244,0,252,4,4,4,31,0,31,31,31,31,11,11,3,4
3,4,5,4,0,0,252,0,252,31,31,31,31,31,31,11,11,10,2
2,2,5,108,0,4,140,4,252,31,0,31,31,31,31,11,11,2,8
3,6,3,252,0,92,76,4,84,31,0,31,31,31,31,11,11,3,8
1,2,4,244,0,12,0,252,0,31,31,31,31,31,31,10,11,10,8
2,3,2,28,4,236,0,4,236,31,31,31,31,31,31,10,10,2,8
2,1,5,0,0,0,252,0,252,31,31,31,31,31,31,10,11,11,10
2,4,6,0,0,0,0,0,0,31,0,31,31,31,31,11,11,0,8
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
3,3,6,0,0,0,0,0,0,31,0,31,31,31,31,11,1,3,8
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,11,1,2,3
2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,9,11,2,11
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,0,8
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,2,8
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,3,0,10
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,3,2
2,1,5,108,0,52,212,4,132,31,31,31,31,31,31,11,11,11,11
2,2,1,252,36,4,0,180,36,31,31,31,31,31,31,10,1,9,8
3,2,1,252,116,36,0,28,76,31,31,31,31,31,31,10,10,10,10
2,2,3,220,0,4,252,4,28,31,0,31,31,31,31,11,11,11,8
2,3,1,4,252,0,0,0,252,31,31,31,31,31,31,10,10,10,10
2,0,3,116,0,156,156,76,4,31,0,31,31,31,31,11,9,3,10
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,8,0,11,11
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,2,10,2,3
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,10,2
3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,10,10
2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,0,8
3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,1
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,0,10
3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,11,3,0,8
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,11,2,1,8
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,4,0,3,10
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,0,8
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,2,8
3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,2,10
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,11,11,11
3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,4,11,3,8
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,10,8
3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,11,11,3
3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,10,10
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,2
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,11,1,2
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,11,3,4
2,0,6,0,0,0,0,0,0,31,31,31,31,31,31,2,10,10,3
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,8,10
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,1,9,8
3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,4,11,3,8
3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
3,2,2,252,4,116,0,52,84,31,31,31,31,31,31,10,4,0,10
3,1,1,252,4,76,0,172,4,31,31,31,31,31,31,10,10,10,10
2,1,3,132,0,28,124,4,220,31,31,31,31,31,31,11,11,11,11
2,3,4,228,4,156,0,116,4,31,31,31,31,31,31,2,10,2,4
2,0,1,252,12,100,0,68,76,31,31,31,31,31,31,10,2,2,3
2,4,3,92,0,204,108,4,100,31,0,31,31,31,31,11,11,0,8
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,11
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,0,10,2
3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,7,2,2,2
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,1,9
2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,2,4
3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,11,3,2,1
2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,2,9
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,0,8
3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,3,11,8,0
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
2,0,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,2,3
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,4,10,0
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,0,8
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,2,8
3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,4,3,2,10
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,3,0,10
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,2,8
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,2,8
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,2,8
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,11,3,0,1
2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,3,2
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,1,9,8
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,10
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,0,10
3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,11,4,3,8
3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,2
3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
3,4,6,0,0,0,0,0,0,31,31,31,31,31,31,11,3,4,8
3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,2,8
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,9,8
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
2,0,6,0,0,0,0,0,0,31,31,31,31,31,31,11,10,9,3
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,0,8
2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,3,2
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,0,10,3,10
3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,8,2
2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,11,0,8,11
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,8,2
2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,2,10,2,4
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
1,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,4,3
2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,2,9
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,8,11,11
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,8,10
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,2
3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,3,11,4,8
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,9,1,8
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,1,11,8,11
3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,10,0
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,11
2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,1,9
3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,7,2,2,2
2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,2,4
3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
2,1,3,212,0,4,140,4,148,31,31,31,31,31,31,11,11,11,11
2,2,2,236,4,204,0,20,44,31,31,31,31,31,31,10,10,2,8
3,2,1,0,252,4,0,0,252,31,31,31,31,31,31,10,10,10,8
3,2,1,100,204,60,0,92,52,31,31,31,31,31,31,10,10,10,10
2,0,2,228,0,236,0,44,0,31,0,31,31,31,23,11,10,3,9
3,3,5,252,0,12,4,204,36,31,0,31,31,31,31,11,1,2,3
3,2,1,236,148,0,0,124,0,31,31,31,31,31,0,10,10,9,8
3,2,2,244,0,188,0,76,0,31,31,31,31,31,31,10,4,0,10
3,1,1,236,36,44,0,188,4,31,31,31,31,31,31,10,10,10,10
3,8,4,244,0,108,0,156,0,31,0,31,31,31,0,4,3,11,11
2,1,5,4,0,0,252,0,252,31,0,31,31,31,31,11,11,11,11
2,2,3,140,0,108,252,4,4,31,20,31,31,31,31,11,11,11,8
2,4,5,20,4,4,0,244,236,31,31,31,31,31,31,10,3,1,8
2,2,1,92,236,12,0,4,164,31,31,31,31,31,31,10,10,10,8
3,2,5,4,0,0,252,0,252,31,0,31,31,31,31,11,11,4,8
2,3,1,28,156,4,0,140,180,31,31,31,31,31,31,10,10,2,8
2,2,3,244,0,28,116,76,44,31,0,31,31,31,31,11,11,2,8
3,2,2,252,0,252,0,4,0,31,31,31,31,31,28,4,10,10,0
3,1,5,116,0,4,252,4,132,31,31,31,31,31,31,11,11,11,11
2,2,3,108,0,4,252,4,140,31,20,31,31,31,31,8,11,11,11
3,3,5,156,0,0,0,204,148,31,0,31,31,31,31,1,2,11,3
3,2,5,0,0,0,252,4,252,31,31,31,31,31,31,11,11,10,8
2,1,1,252,76,4,0,92,84,31,31,31,31,31,31,10,8,3,10
