name,item,gender,ability,level,tera_type,nature,evs.ev_hp,evs.ev_attack,evs.ev_defense,evs.ev_special_attack,evs.ev_special_defense,evs.ev_speed,ivs.iv_hp,ivs.iv_attack,ivs.iv_defense,ivs.iv_special_attack,ivs.iv_special_defense,ivs.iv_speed,moves.move_1,moves.move_2,moves.move_3,moves.move_4
Volcarona,Electric Seed,Female,Flame Body,50,Dragon,Modest,252,0,116,108,4,28,31,0,31,31,31,31,Quiver Dance,Fiery Dance,Struggle Bug,Protect
Incineroar,Rocky Helmet,Male,Intimidate,50,Bug,Impish,244,0,188,0,76,0,31,31,31,31,31,31,Fake Out,Knock Off,Taunt,Parting Shot
Urshifu-Rapid-Strike,Focus Sash,Male,Unseen Fist,50,Water,Adamant,0,252,0,0,4,252,31,31,31,31,31,31,Surging Strikes,Close Combat,Aqua Jet,Detect
Rillaboom,Assault Vest,Male,Grassy Surge,50,Fire,Adamant,252,196,12,0,44,4,31,31,31,31,31,25,Wood Hammer,Grassy Glide,U-turn,Fake Out
Whimsicott,Mental Herb,Female,Prankster,50,Ghost,Timid,252,0,0,0,252,4,31,0,31,31,31,31,Moonblast,Tailwind,Encore,Light Screen
Gouging Fire,Choice Band,Genderless,Protosynthesis,50,Dragon,Jolly,84,164,4,0,4,252,31,31,31,31,31,31,Flare Blitz,Outrage,Stone Edge,Heat Crash
Groudon,Wide Lens,Genderless,Drought,50,Water,Adamant,252,84,4,0,36,132,31,31,31,31,31,31,Precipice Blades,Heat Crash,Will-O-Wisp,Protect
Volcarona,Leftovers,Female,Flame Body,50,Dragon,Timid,252,0,116,0,0,140,31,0,31,31,31,31,Fiery Dance,Giga Drain,Quiver Dance,Protect
Lilligant-Hisui,Focus Sash,Female,Chlorophyll,50,Ghost,Jolly,4,252,0,0,0,252,31,31,31,31,31,31,Leaf Blade,Low Sweep,Sleep Powder,Coaching
Solgaleo,Covert Cloak,Genderless,Full Metal Body,50,Dark,Adamant,4,252,0,0,0,252,31,31,31,31,31,31,Sunsteel Strike,Rock Slide,Knock Off,Wide Guard
Groudon,Wide Lens,Genderless,Drought,50,Fire,Careful,252,0,0,0,236,20,31,31,31,31,31,31,Precipice Blades,Heat Crash,Thunder Wave,Will-O-Wisp
Kyogre,Assault Vest,Genderless,Drizzle,50,Electric,Modest,252,0,132,108,4,12,31,0,31,31,31,31,Origin Pulse,Water Spout,Thunder,Ice Beam
Wo-Chien,Leftovers,Genderless,Tablets of Ruin,50,Fairy,Calm,252,0,68,0,0,188,31,0,31,31,31,31,Ruination,Pollen Puff,Leech Seed,Protect
Flutter Mane,Focus Sash,Genderless,Protosynthesis,50,Normal,Timid,4,0,0,252,0,252,31,0,31,31,31,31,Moonblast,Icy Wind,Taunt,Protect
Raging Bolt,Covert Cloak,Genderless,Protosynthesis,50,Fire,Modest,52,0,4,252,12,188,31,20,31,31,31,31,Thunderclap,Weather Ball,Thunderbolt,Protect
Slither Wing,Life Orb,Genderless,Protosynthesis,50,Bug,Adamant,68,252,0,0,0,188,31,31,31,31,31,31,First Impression,Close Combat,U-turn,Protect
Koraidon,Clear Amulet,Genderless,Orichalcum Pulse,50,Fire,Adamant,204,116,4,0,52,132,31,31,31,31,31,31,Flare Blitz,Collision Course,Flame Charge,Protect
Calyrex-Shadow,Life Orb,Genderless,As One (Spectrier),50,Dark,Timid,4,0,0,252,0,252,31,0,31,31,31,31,Astral Barrage,Psychic,Substitute,Protect
Raging Bolt,Covert Cloak,Genderless,Protosynthesis,50,Electric,Modest,188,0,76,196,20,28,31,20,31,31,31,31,Thunderbolt,Dragon Pulse,Thunderclap,Protect
Chi-Yu,Choice Scarf,Genderless,Beads of Ruin,50,Ghost,Modest,20,0,4,228,4,252,31,0,31,31,31,31,Heat Wave,Flamethrower,Dark Pulse,Overheat
Rillaboom,Assault Vest,Male,Grassy Surge,50,Water,Adamant,252,4,108,0,124,20,31,31,31,31,31,31,Wood Hammer,Grassy Glide,Fake Out,U-turn
Flamigo,Focus Sash,Male,Scrappy,50,Ghost,Adamant,4,252,0,0,0,252,31,31,31,31,31,31,Close Combat,Feint,Wide Guard,Detect
Terapagos,Power Herb,Male,Tera Shift,50,Stellar,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Tera Starstorm,Meteor Beam,Earth Power,Protect
Miraidon,Choice Scarf,Genderless,Hadron Engine,50,Electric,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Electro Drift,Volt Switch,Snarl,Draco Meteor
Incineroar,Assault Vest,Female,Intimidate,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Flare Blitz,Knock Off,U-turn,Fake Out
Urshifu-Rapid-Strike,Focus Sash,Male,Unseen Fist,50,Stellar,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Surging Strikes,Close Combat,Aqua Jet,Protect
Volcarona,Electric Seed,Male,Flame Body,50,Grass,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Fiery Dance,Quiver Dance,Giga Drain,Protect
Amoonguss,Rocky Helmet,Female,Regenerator,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Spore,Pollen Puff,Rage Powder,Protect
Miraidon,Choice Scarf,Genderless,Hadron Engine,50,Electric,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Electro Drift,Draco Meteor,Volt Switch,Snarl
Calyrex-Ice,Clear Amulet,Genderless,As One,50,Fire,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Glacial Lance,High Horsepower,Trick Room,Protect
Incineroar,Assault Vest,Female,Intimidate,50,Bug,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Flare Blitz,Knock Off,U-turn,Fake Out
Amoonguss,Rocky Helmet,Female,Regenerator,50,Fairy,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Pollen Puff,Spore,Rage Powder,Protect
Landorus,Life Orb,Male,Sheer Force,50,Steel,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Earth Power,Sludge Bomb,Taunt,Protect
Urshifu-Rapid-Strike,Focus Sash,Male,Unseen Fist,50,Stellar,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Surging Strikes,Close Combat,Aqua Jet,Detect
Miraidon,Choice Specs,Genderless,Hadron Engine,50,Fairy,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Electro Drift,Draco Meteor,Volt Switch,Dazzling Gleam
Lunala,Electric Seed,Genderless,Shadow Shield,50,Fairy,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Moongeist Beam,Moonblast,Trick Room,Wide Guard
Urshifu-Rapid-Strike,Choice Band,Male,Unseen Fist,50,Ghost,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Close Combat,Surging Strikes,Aqua Jet,U-turn
Incineroar,Assault Vest,Male,Intimidate,50,Bug,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Flare Blitz,Knock Off,U-turn,Fake Out
Whimsicott,Covert Cloak,Female,Prankster,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Moonblast,Tailwind,Light Screen,Encore
Ursaluna,Flame Orb,Female,Guts,50,Ghost,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Earthquake,Headlong Rush,Facade,Protect
Miraidon,Choice Specs,Genderless,Hadron Engine,50,Fairy,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Electro Drift,Volt Switch,Draco Meteor,Dazzling Gleam
Whimsicott,Covert Cloak,Female,Prankster,50,Dark,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Tailwind,Moonblast,Encore,Taunt
Incineroar,Assault Vest,Female,Intimidate,50,Bug,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Fake Out,Flare Blitz,Knock Off,U-turn
Urshifu-Rapid-Strike,Life Orb,Female,Unseen Fist,50,Stellar,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Surging Strikes,Close Combat,Taunt,Detect
Farigiraf,Electric Seed,Male,Armor Tail,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Psychic,Foul Play,Helping Hand,Trick Room
Calyrex-Shadow,Focus Sash,Genderless,As One (Spectrier),50,Ghost,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Astral Barrage,Psychic,Disable,Protect
Calyrex-Shadow,Life Orb,Genderless,As One (Spectrier),50,Normal,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Astral Barrage,Nasty Plot,Protect,Psychic
Zamazenta-Crowned,Rusted Shield,Male,Dauntless Shield,50,Grass,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Body Press,Heavy Slam,Wide Guard,Protect
Rillaboom,Assault Vest,Male,Grassy Surge,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Grassy Glide,Wood Hammer,U-turn,Fake Out
Ogerpon-Hearthflame,Hearthflame Mask,Female,Mold Breaker,50,Fire,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Ivy Cudgel,Grassy Glide,Follow Me,Spiky Shield
Smeargle,Focus Sash,Female,Moody,50,Dark,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Spore,Decorate,Follow Me,Spiky Shield
Tornadus,Sharp Beak,Male,Prankster,50,Dark,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Bleakwind Storm,Tailwind,Taunt,Protect
Miraidon,Choice Specs,Genderless,Hadron Engine,50,Fairy,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Electro Drift,Draco Meteor,Volt Switch,Dazzling Gleam
Lunala,Electric Seed,Genderless,Shadow Shield,50,Fairy,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Moongeist Beam,Moonblast,Wide Guard,Trick Room
Whimsicott,Covert Cloak,Male,Prankster,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Moonblast,Encore,Light Screen,Tailwind
Urshifu-Rapid-Strike,Choice Band,Female,Unseen Fist,50,Ghost,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Surging Strikes,Close Combat,Aqua Jet,U-turn
Incineroar,Assault Vest,Male,Intimidate,50,Bug,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Flare Blitz,Knock Off,U-turn,Fake Out
Ursaluna,Flame Orb,Male,Guts,50,Ghost,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Facade,Headlong Rush,Earthquake,Protect
Calyrex-Ice,Leftovers,Genderless,As One,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Glacial Lance,Leech Seed,Trick Room,Protect
Miraidon,Choice Specs,Genderless,Hadron Engine,50,Fairy,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Dazzling Gleam,Volt Switch,Electro Drift,Draco Meteor
Incineroar,Assault Vest,Female,Intimidate,50,Bug,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Flare Blitz,Knock Off,U-turn,Fake Out
Landorus,Life Orb,Male,Sheer Force,50,Poison,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Earth Power,Sandsear Storm,Sludge Bomb,Protect
Farigiraf,Electric Seed,Male,Armor Tail,50,Fire,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Psychic,Roar,Trick Room,Helping Hand
Annihilape,Choice Scarf,Male,Defiant,50,Dark,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Final Gambit,Close Combat,Shadow Claw,Coaching
Zamazenta-Crowned,Rusted Shield,Male,Dauntless Shield,50,Dragon,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Body Press,Heavy Slam,Wide Guard,Protect
Rillaboom,Assault Vest,Male,Grassy Surge,50,Fire,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Wood Hammer,Grassy Glide,U-turn,Fake Out
Urshifu-Rapid-Strike,Choice Scarf,Male,Unseen Fist,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Surging Strikes,Close Combat,Aqua Jet,U-turn
Ogerpon-Hearthflame,Hearthflame Mask,Female,Mold Breaker,50,Fire,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Ivy Cudgel,Grassy Glide,Follow Me,Spiky Shield
Calyrex-Shadow,Life Orb,Genderless,As One (Spectrier),50,Dark,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Astral Barrage,Psychic,Protect,Nasty Plot
Incineroar,Rocky Helmet,Male,Intimidate,50,Bug,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Knock Off,Fake Out,Parting Shot,Helping Hand
Kyogre,Mystic Water,Genderless,Drizzle,50,Grass,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Water Spout,Origin Pulse,Hydro Pump,Protect
Zacian-Crowned,Rusted Sword,Male,Intrepid Sword,50,Fairy,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Iron Head,Play Rough,Swords Dance,Protect
Roaring Moon,Booster Energy,Genderless,Protosynthesis,50,Flying,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Acrobatics,Knock Off,Tailwind,Protect
Amoonguss,Rocky Helmet,Male,Regenerator,50,Fairy,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Spore,Rage Powder,Pollen Puff,Protect
Iron Hands,Assault Vest,Genderless,Quark Drive,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Wild Charge,Low Kick,Volt Switch,Fake Out
Urshifu-Rapid-Strike,Focus Sash,Female,Unseen Fist,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Surging Strikes,Taunt,Aqua Jet,Detect
Calyrex-Shadow,Life Orb,Genderless,As One (Spectrier),50,Dark,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Astral Barrage,Psychic,Nasty Plot,Protect
Zamazenta,Rusted Shield,Genderless,Dauntless Shield,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Body Press,Heavy Slam,Wide Guard,Protect
Rillaboom,Assault Vest,Male,Grassy Surge,50,Fire,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Wood Hammer,Grassy Glide,Fake Out,U-turn
Ogerpon-Hearthflame,Hearthflame Mask,Female,Mold Breaker,50,Fire,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Ivy Cudgel,Grassy Glide,Follow Me,Spiky Shield
Incineroar,Rocky Helmet,Male,Intimidate,50,Bug,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Knock Off,Fake Out,Parting Shot,Helping Hand
Tornadus,Focus Sash,Male,Prankster,50,Ghost,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Bleakwind Storm,Tailwind,Taunt,Protect
Rillaboom,Assault Vest,Male,Grassy Surge,50,Fire,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Fake Out,Grassy Glide,U-turn,Wood Hammer
Clefairy,Eviolite,Male,Friend Guard,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Follow Me,Helping Hand,Life Dew,Protect
Incineroar,Safety Goggles,Male,Intimidate,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Fake Out,Knock Off,Taunt,Parting Shot
Calyrex-Shadow,Life Orb,Genderless,As One (Spectrier),50,Fairy,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Astral Barrage,Draining Kiss,Nasty Plot,Protect
Koraidon,Choice Scarf,Genderless,Orichalcum Pulse,50,Fire,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Close Combat,Flare Blitz,U-turn,Outrage
Grimmsnarl,Light Clay,Male,Prankster,50,Ghost,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Spirit Break,Reflect,Light Screen,Thunder Wave
Calyrex-Shadow,Spell Tag,Genderless,As One (Spectrier),50,Fairy,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Astral Barrage,Draining Kiss,Nasty Plot,Protect
Groudon,Clear Amulet,Genderless,Drought,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Precipice Blades,Heat Crash,Will-O-Wisp,Protect
Clefairy,Eviolite,Male,Friend Guard,50,Grass,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Follow Me,Helping Hand,Life Dew,Protect
Grimmsnarl,Light Clay,Male,Prankster,50,Poison,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Spirit Break,Thunder Wave,Reflect,Light Screen
Incineroar,Safety Goggles,Male,Intimidate,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Knock Off,Taunt,Fake Out,Parting Shot
Volcarona,Covert Cloak,Female,Flame Body,50,Fire,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Flamethrower,Struggle Bug,Quiver Dance,Protect
Calyrex-Shadow,Spell Tag,Genderless,As One (Spectrier),50,Fairy,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Astral Barrage,Draining Kiss,Nasty Plot,Protect
Groudon,Clear Amulet,Genderless,Drought,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Precipice Blades,Heat Crash,Will-O-Wisp,Protect
Clefairy,Eviolite,Male,Friend Guard,50,Grass,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Follow Me,Helping Hand,Life Dew,Protect
Grimmsnarl,Light Clay,Male,Prankster,50,Poison,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Spirit Break,Thunder Wave,Reflect,Light Screen
Incineroar,Safety Goggles,Female,Intimidate,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Knock Off,Taunt,Fake Out,Parting Shot
Volcarona,Covert Cloak,Male,Flame Body,50,Fire,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Flamethrower,Struggle Bug,Quiver Dance,Protect
Miraidon,Choice Specs,Genderless,Hadron Engine,50,Fairy,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Electro Drift,Draco Meteor,Volt Switch,Dazzling Gleam
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Ghost,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Body Press,Heavy Slam,Wide Guard,Protect
Sneasler,Electric Seed,Female,Unburden,50,Dark,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Close Combat,Fake Out,Gunk Shot,Throat Chop
Ursaluna-Bloodmoon,Life Orb,Male,Mind's Eye,50,Normal,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Blood Moon,Hyper Voice,Earth Power,Protect
Tornadus,Covert Cloak,Male,Prankster,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Bleakwind Storm,Protect,Tailwind,Taunt
Farigiraf,Rocky Helmet,Female,Armor Tail,50,Fire,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Foul Play,Psychic,Trick Room,Protect
Calyrex-Shadow,Life Orb,Genderless,As One (Spectrier),50,Dark,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Protect,Psychic,Nasty Plot,Astral Barrage
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Dragon,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Protect,Heavy Slam,Wide Guard,Body Press
Rillaboom,Assault Vest,Female,Grassy Surge,50,Fire,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Wood Hammer,Grassy Glide,U-turn,Fake Out
Raging Bolt,Booster Energy,Genderless,Protosynthesis,50,Electric,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Protect,Thunderbolt,Draco Meteor,Thunderclap
Ogerpon-Hearthflame,Hearthflame Mask,Female,Mold Breaker,50,Fire,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Spiky Shield,Follow Me,Grassy Glide,Ivy Cudgel
Incineroar,Rocky Helmet,Male,Intimidate,50,Ghost,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Parting Shot,Helping Hand,Knock Off,Fake Out
Calyrex-Shadow,Life Orb,Genderless,As One (Spectrier),50,Dark,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Astral Barrage,Psychic,Nasty Plot,Protect
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Body Press,Heavy Slam,Wide Guard,Protect
Rillaboom,Assault Vest,Male,Grassy Surge,50,Fire,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Wood Hammer,Grassy Glide,U-turn,Fake Out
Ogerpon-Hearthflame,Hearthflame Mask,Female,Mold Breaker,50,Fire,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Ivy Cudgel,Grassy Glide,Follow Me,Spiky Shield
Smeargle,Focus Sash,Male,Moody,50,Ghost,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Spore,Follow Me,Wide Guard,Fake Out
Raging Bolt,Booster Energy,Genderless,Protosynthesis,50,Electric,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Thunderbolt,Dragon Pulse,Thunderclap,Protect
Miraidon,Choice Scarf,Genderless,Hadron Engine,50,Electric,Modest,4,0,0,252,0,252,31,31,31,31,31,31,Draco Meteor,Snarl,Electro Drift,Volt Switch
Urshifu-Rapid-Strike,Mystic Water,Female,Unseen Fist,50,Water,Adamant,44,140,4,0,116,204,31,31,31,31,31,31,Surging Strikes,Detect,Taunt,Aqua Jet
Rayquaza,Clear Amulet,Genderless,Air Lock,50,Normal,Jolly,4,252,0,0,0,252,31,31,31,31,31,31,Extreme Speed,Dragon Ascent,Protect,Swords Dance
Volcarona,Leftovers,Male,Flame Body,50,Grass,Bold,252,0,252,4,0,0,31,0,31,31,31,31,Flamethrower,Will-O-Wisp,Rage Powder,Protect
Amoonguss,Rocky Helmet,Female,Regenerator,50,Water,Relaxed,236,0,236,0,36,0,31,0,31,31,31,0,Protect,Spore,Rage Powder,Sludge Bomb
Chien-Pao,Focus Sash,Genderless,Sword of Ruin,50,Ghost,Jolly,0,252,4,0,0,252,31,31,31,31,31,31,Ice Spinner,Lash Out,Sucker Punch,Protect
Koraidon,Electric Seed,Genderless,Orichalcum Pulse,50,Fire,Impish,140,0,252,0,0,116,31,31,31,31,31,31,Heat Crash,Flame Charge,Body Press,Protect
Miraidon,Assault Vest,Genderless,Hadron Engine,50,Electric,Modest,252,0,4,196,36,20,31,31,31,31,31,31,Electro Drift,Volt Switch,Draco Meteor,Snarl
Grimmsnarl,Light Clay,Male,Prankster,50,Ghost,Careful,252,4,76,0,140,28,31,31,31,31,31,31,Spirit Break,Reflect,Light Screen,Thunder Wave
Incineroar,Sitrus Berry,Male,Intimidate,50,Water,Careful,252,0,0,0,220,36,31,31,31,31,31,31,Knock Off,Taunt,Parting Shot,Fake Out
Volcarona,Covert Cloak,Male,Flame Body,50,Water,Timid,252,0,196,4,4,52,31,0,31,31,31,31,Fiery Dance,Struggle Bug,Quiver Dance,Morning Sun
Flutter Mane,Focus Sash,Genderless,Protosynthesis,50,Stellar,Timid,4,0,0,252,0,252,31,0,31,31,31,31,Moonblast,Shadow Ball,Icy Wind,Protect
Indeedee-F,Safety Goggles,Female,Psychic Surge,50,Fairy,Relaxed,252,0,252,0,4,0,31,0,31,31,31,0,Follow Me,Trick Room,Helping Hand,Shadow Ball
Exeggutor,Focus Sash,Female,Chlorophyll,50,Psychic,Timid,4,0,0,252,0,252,31,0,31,31,31,31,Expanding Force,Grass Knot,Trick Room,Sleep Powder
Koraidon,Choice Scarf,Genderless,Orichalcum Pulse,50,Fire,Adamant,108,252,0,0,0,148,31,31,31,31,31,31,U-turn,Collision Course,Dragon Claw,Flare Blitz
Calyrex-Ice,Sitrus Berry,Genderless,As One,50,Water,Impish,244,4,4,0,196,60,31,31,31,31,31,31,Trick Room,Glacial Lance,Leech Seed,Imprison
Walking Wake,Covert Cloak,Genderless,Protosynthesis,50,Water,Timid,52,0,4,196,4,252,31,0,31,31,31,31,Hydro Steam,Draco Meteor,Snarl,Weather Ball
Rhyperior,Clear Amulet,Female,Lightning Rod,50,Fairy,Brave,148,252,0,0,108,0,31,31,31,31,31,17,High Horsepower,Rock Slide,Rock Wrecker,Protect
Groudon,Assault Vest,Genderless,Drought,50,Water,Adamant,252,132,20,0,76,28,31,31,31,31,31,31,Fire Punch,Thunder Punch,Precipice Blades,Crunch
Flutter Mane,Choice Specs,Genderless,Protosynthesis,50,Normal,Modest,252,0,252,4,0,0,31,0,31,31,31,31,Moonblast,Icy Wind,Dazzling Gleam,Shadow Ball
Chi-Yu,Choice Scarf,Genderless,Beads of Ruin,50,Ghost,Modest,0,0,0,252,4,252,31,31,31,31,31,31,Dark Pulse,Heat Wave,Overheat,Snarl
Walking Wake,Booster Energy,Genderless,Protosynthesis,50,Normal,Timid,80,0,0,140,52,236,31,0,31,31,31,31,Protect,Snarl,Hydro Steam,Dragon Pulse
Zamazenta-Crowned,Rusted Shield,Male,Dauntless Shield,50,Ground,Impish,0,0,100,0,156,252,31,31,31,31,31,31,Wide Guard,Protect,Body Press,Behemoth Bash
Brute Bonnet,Rocky Helmet,Genderless,Protosynthesis,50,Water,Relaxed,252,4,148,4,100,0,31,31,31,31,31,0,Spore,Rage Powder,Sucker Punch,Pollen Puff
Lunala,Leftovers,Genderless,Shadow Shield,50,Fairy,Modest,4,0,0,252,0,252,31,0,31,31,31,31,Moongeist Beam,Tailwind,Moonblast,Protect
Terapagos-Terastal,Choice Specs,Female,Tera Shell,50,Stellar,Modest,0,0,116,252,0,140,31,15,31,31,31,31,Tera Starstorm,Tri Attack,Hyper Beam,Earth Power
Ursaluna,Flame Orb,Male,Guts,50,Ghost,Jolly,0,252,4,0,0,252,31,31,31,31,31,31,Facade,Headlong Rush,Earthquake,Protect
Rillaboom,Assault Vest,Female,Grassy Surge,50,Fire,Adamant,252,196,0,0,0,60,31,31,31,31,31,31,Wood Hammer,Grassy Glide,High Horsepower,Fake Out
Gouging Fire,Booster Energy,Genderless,Protosynthesis,50,Dark,Jolly,132,124,0,0,0,252,31,31,31,31,31,31,Breaking Swipe,Flare Blitz,Crunch,Burning Bulwark
Flamigo,Focus Sash,Female,Scrappy,50,Grass,Jolly,0,60,196,0,0,252,2,31,31,31,31,31,Endeavor,Feint,Wide Guard,Detect
Calyrex-Ice,Clear Amulet,Genderless,As One,50,Water,Brave,252,252,0,0,4,0,31,31,31,31,31,0,Glacial Lance,Trick Room,Protect,High Horsepower
Ursaluna,Flame Orb,Male,Guts,50,Ghost,Brave,252,252,0,0,4,0,31,31,31,31,31,0,Facade,Protect,Headlong Rush,Earthquake
Indeedee-F,Psychic Seed,Female,Psychic Surge,50,Water,Relaxed,252,0,252,0,4,0,31,0,31,31,31,0,Psychic,Follow Me,Helping Hand,Trick Room
Lunala,Safety Goggles,Genderless,Shadow Shield,50,Fairy,Quiet,252,0,4,252,0,0,31,0,31,31,31,0,Expanding Force,Trick Room,Moonblast,Moongeist Beam
Annihilape,Power Band,Male,Vital Spirit,50,Fire,Relaxed,252,0,156,0,100,0,31,31,31,31,31,0,Final Gambit,Protect,Rage Fist,Coaching
Ogerpon,Focus Sash,Female,Defiant,50,Grass,Jolly,4,252,0,0,0,252,31,31,31,31,31,31,Ivy Cudgel,Knock Off,Follow Me,Spiky Shield
Skeledirge,Throat Spray,Male,Unaware,50,Grass,Quiet,252,0,0,252,4,0,31,0,31,31,31,0,Torch Song,Shadow Ball,Substitute,Protect
Kilowattrel,Covert Cloak,Male,Competitive,50,Normal,Timid,4,0,0,252,0,252,31,0,31,31,31,31,Thunderbolt,Volt Switch,Tailwind,Eerie Impulse
Pikachu,Light Ball,Male,Lightning Rod,50,Water,Bold,244,0,252,0,0,12,31,31,31,31,31,31,Thunderbolt,Feint,Fake Out,Protect
Lucario,Focus Sash,Female,Inner Focus,50,Fighting,Jolly,4,252,0,0,0,252,31,31,31,31,31,31,Close Combat,Bullet Punch,Feint,Coaching
Rayquaza,Choice Scarf,Genderless,Air Lock,50,Flying,Jolly,4,252,0,0,0,252,31,31,31,31,31,31,Dragon Ascent,Extreme Speed,Breaking Swipe,Draco Meteor
