name,item,ability,nature,evs.ev_hp,evs.ev_attack,evs.ev_defense,evs.ev_special_attack,evs.ev_special_defense,evs.ev_speed,ivs.iv_hp,ivs.iv_attack,ivs.iv_defense,ivs.iv_special_attack,ivs.iv_special_defense,ivs.iv_speed,moves.move_1,moves.move_2,moves.move_3,moves.move_4
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Lunala,2,4,6,0,0,0,0,0,0,31,0,31,31,31,31,11,11,2,8
Groudon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Chien-Pao,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
Urshifu,3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,2
Volcarona,3,4,6,0,0,0,0,0,0,31,0,31,31,31,31,11,11,3,8
Raging Bolt,3,2,6,0,0,0,0,0,0,31,20,31,31,31,31,11,11,11,11
Gouging Fire,3,2,5,84,164,4,0,4,252,31,31,31,31,31,31,2,10,10,11
Raging Bolt,3,2,3,196,0,60,196,52,4,31,20,31,31,31,31,11,11,11,8
Groudon,3,1,1,244,180,12,0,44,28,31,31,31,31,31,31,10,10,10,10
Lilligant-Hisui,3,2,1,4,252,4,0,4,244,31,31,31,31,31,31,10,0,4,8
Lunala,2,4,3,92,0,44,196,100,76,31,0,31,31,31,31,11,11,2,9
Grimmsnarl,2,3,4,220,4,140,0,116,28,31,31,31,31,31,31,10,10,2,2
Calyrex-Ice,3,2,1,252,116,4,0,100,36,31,31,31,31,31,31,8,9,10,1
Iron Hands,3,2,1,84,236,76,0,108,0,31,31,31,31,31,0,10,10,10,10
Ogerpon-Cornerstone,2,4,5,252,4,0,0,0,252,31,31,31,31,31,31,2,3,3,10
Miraidon,2,1,3,156,0,4,196,4,148,31,31,31,31,31,31,11,11,11,11
Volcarona,2,4,5,252,0,116,4,4,132,31,0,31,31,31,31,8,0,11,11
Grimmsnarl,2,3,4,244,4,196,0,52,12,31,31,31,31,31,31,10,10,2,2
Ting-Lu,3,2,1,196,236,4,0,68,4,31,31,31,31,31,31,10,10,11,10
Calyrex-Shadow,3,2,5,0,0,4,252,0,252,31,0,31,31,31,31,11,11,3,8
Zamazenta-Crowned,2,2,2,188,4,244,0,36,36,31,31,31,31,31,31,10,10,2,8
Chien-Pao,2,2,5,12,252,4,0,92,148,31,31,31,31,31,31,10,10,10,8
Amoonguss,3,8,4,252,0,180,0,76,0,31,0,31,31,31,22,11,4,3,8
Raging Bolt,2,2,3,228,0,4,252,4,20,31,20,31,31,31,31,11,11,11,8
Miraidon,3,1,3,4,0,4,252,4,244,31,31,31,31,31,31,11,11,11,11
Chien-Pao,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,11,10,2
Volcarona,3,4,2,252,0,220,4,4,28,31,0,31,31,31,31,11,3,1,8
Zamazenta-Crowned,2,2,2,92,4,212,0,4,196,31,31,31,31,31,31,10,10,2,8
Ditto,2,3,5,252,0,0,0,0,252,31,30,31,31,31,31,7,2,2,2
Drifblim,2,2,5,4,0,0,252,0,252,31,0,0,31,0,31,11,11,0,9
Groudon,2,1,1,252,84,4,0,132,36,31,31,31,31,31,31,10,10,4,8
Miraidon,3,1,3,172,0,4,220,4,108,31,31,31,31,31,31,11,11,11,11
Grimmsnarl,3,3,4,252,4,124,0,116,12,31,31,31,31,31,31,10,2,0,4
Volcarona,2,4,5,252,0,116,4,4,132,31,0,31,31,31,31,11,11,0,8
Incineroar,3,2,2,252,0,156,0,100,0,31,31,31,31,31,31,10,10,0,10
Ditto,3,3,6,252,0,0,0,0,0,31,30,31,31,31,31,7,2,2,2
Zamazenta-Crowned,2,2,2,188,0,156,0,0,164,31,31,31,31,31,31,10,10,2,0
Miraidon,2,1,3,244,0,0,116,0,148,31,31,31,31,31,31,11,11,11,11
Incineroar,3,2,4,244,4,100,0,156,4,31,31,31,31,31,31,10,10,10,10
Amoonguss,3,8,4,236,0,116,0,156,0,31,0,31,31,31,0,11,4,3,8
Volcarona,2,4,2,252,0,236,0,0,20,31,0,31,31,31,31,11,11,0,8
Grimmsnarl,3,3,4,252,0,212,4,36,4,31,31,31,31,31,31,10,4,2,0
Kyogre,3,1,6,0,0,0,0,0,0,31,0,31,31,31,31,11,11,11,11
Rillaboom,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Iron Jugulis,2,2,6,0,0,0,0,0,0,31,0,31,31,31,31,11,11,1,8
Zamazenta-Crowned,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,0,8
Smeargle,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,4,10,3,2
Chien-Pao,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
Miraidon,2,1,3,156,0,4,196,4,148,31,31,31,31,31,31,11,11,11,11
Lunala,2,4,3,228,0,76,100,4,100,31,0,31,31,31,31,11,11,0,8
Incineroar,3,2,4,244,4,20,0,156,84,31,31,31,31,31,31,10,2,0,10
Rillaboom,3,1,1,252,36,4,0,156,60,31,31,31,31,31,31,10,10,10,10
Urshifu-Rapid-Strike,3,3,1,4,252,0,0,0,252,31,31,31,31,31,31,10,10,10,2
Volcarona,3,4,2,252,0,116,4,100,36,31,0,31,31,31,31,11,4,3,1
Calyrex-Shadow,3,2,5,0,0,4,252,0,252,31,0,31,31,31,31,11,11,3,8
Zamazenta-Crowned,2,2,2,92,4,156,0,4,252,31,31,31,31,31,31,10,10,2,8
Urshifu-Rapid-Strike,2,3,1,172,236,4,0,36,60,31,31,31,31,31,31,10,10,10,10
Iron Treads,2,2,5,0,252,0,0,4,252,31,31,31,31,31,31,10,10,10,8
Tornadus,3,3,5,252,0,52,4,52,148,31,0,31,31,31,31,11,1,1,2
Indeedee-F,3,1,2,252,0,252,0,4,0,31,0,31,31,31,28,11,3,9,2
Miraidon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Calyrex-Ice,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,1,9,8
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,0
Rillaboom,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Ogerpon-Wellspring,2,0,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,3,3
Amoonguss,3,8,6,0,0,0,0,0,0,31,0,31,31,31,31,4,11,3,8
Calyrex-Shadow,3,2,2,172,0,236,4,12,84,31,0,31,31,31,31,11,11,0,8
Miraidon,2,1,5,140,0,4,220,4,140,31,31,31,31,31,31,11,11,11,11
Rillaboom,3,1,1,172,68,20,0,244,4,31,31,31,31,31,31,10,10,10,10
Incineroar,3,2,2,228,0,188,0,0,92,31,31,31,31,31,31,10,10,0,2
Clefairy,3,6,2,252,0,172,0,84,0,31,31,31,31,31,0,3,3,5,8
Smeargle,3,2,5,0,116,0,0,140,252,31,31,31,31,31,31,10,3,4,0
Groudon,3,1,1,188,156,4,0,4,156,31,31,31,31,31,31,10,10,3,8
Zacian-Crowned,2,2,5,172,172,4,0,4,156,31,31,31,31,31,31,10,10,10,8
Charizard,2,2,3,0,0,0,252,0,252,31,0,31,31,31,31,11,11,11,11
Incineroar,3,2,1,244,116,4,0,84,60,31,31,31,31,31,31,10,10,10,10
Grimmsnarl,2,3,4,252,0,204,0,52,0,31,31,31,31,31,31,10,2,2,4
Gastrodon,2,0,2,180,0,204,4,116,0,31,0,31,31,31,31,11,11,5,8
Scream Tail,2,2,5,204,0,44,4,4,252,31,0,31,31,31,31,3,8,11,4
Terapagos-Terastal,2,4,3,172,0,0,196,0,140,31,15,31,31,31,31,11,11,11,11
Jolteon,3,0,5,4,0,0,252,0,252,31,0,31,31,31,31,11,11,0,2
Urshifu-Rapid-Strike,2,3,1,92,196,4,0,36,180,31,31,31,31,31,31,10,10,10,2
Ditto,2,3,5,252,0,4,0,0,252,31,30,31,31,31,31,7,2,2,2
Eternatus,2,4,5,0,0,20,252,0,228,31,0,31,31,31,31,11,8,11,11
Indeedee-F,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,3,11,9,3
Smeargle,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,3,4,10,2
Urshifu,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Calyrex-Ice,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,8,9
Lunala,2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,9,11
Torkoal,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,8,11
Terapagos-Terastal,2,4,2,172,0,236,76,12,12,31,15,31,31,31,31,11,11,0,8
Miraidon,3,1,3,108,0,68,116,4,212,31,31,31,31,31,31,11,11,11,11
Sinistcha,3,8,3,188,0,252,68,0,0,31,0,31,31,31,31,11,3,0,8
Iron Treads,2,2,5,0,252,0,0,4,252,31,31,31,31,31,31,10,10,10,10
Incineroar,3,2,2,252,0,164,0,92,0,31,31,31,31,31,29,10,10,0,10
Urshifu-Rapid-Strike,2,3,1,4,252,0,0,0,252,31,31,31,31,31,31,1,10,10,10
Koraidon,2,1,5,4,252,0,0,0,252,31,31,31,31,31,31,10,10,10,8
Miraidon,2,1,3,100,0,140,252,4,12,31,31,31,31,31,31,11,11,11,11
Flutter Mane,3,2,5,0,0,20,236,0,252,31,1,31,31,31,31,11,11,11,8
Incineroar,3,2,4,252,0,124,0,132,0,31,31,31,31,31,29,10,0,10,8
Gothitelle,2,5,4,252,0,76,4,156,20,31,6,31,31,31,31,11,10,3,8
Scream Tail,2,2,5,244,0,12,0,0,252,31,4,31,31,31,31,0,3,4,8
Muk-Alola,2,6,2,252,0,252,0,4,0,31,31,31,31,31,31,2,0,10,8
Smeargle,3,2,5,252,4,0,0,0,252,31,0,31,31,31,31,2,3,4,2
Calyrex-Shadow,2,2,5,0,0,0,252,4,252,31,0,31,31,31,31,0,11,11,8
Zamazenta-Crowned,2,2,2,180,4,156,0,4,164,31,31,31,31,31,31,2,10,10,8
Urshifu-Rapid-Strike,2,3,1,0,252,0,0,4,252,31,31,31,31,31,31,10,10,10,10
Ditto,2,3,2,252,0,252,0,0,4,31,30,31,31,31,31,7,2,2,2
Eternatus,2,4,4,196,0,116,0,196,0,31,0,31,31,31,31,11,1,8,5
Calyrex-Shadow,3,2,5,0,0,4,252,0,252,31,0,31,31,31,31,11,11,11,8
Grimmsnarl,2,3,2,4,0,252,0,252,0,31,31,31,31,31,31,2,2,4,7
Ting-Lu,3,2,2,212,0,116,0,180,0,31,31,31,31,31,31,11,1,10,1
Rillaboom,3,1,1,252,36,0,0,220,0,31,31,31,31,31,31,10,10,10,10
Volcarona,2,4,2,244,0,252,4,4,4,31,0,31,31,31,31,11,11,3,4
Glimmora,3,4,5,4,0,0,252,0,252,31,31,31,31,31,31,11,11,10,2
Calyrex-Shadow,2,2,5,108,0,4,140,4,252,31,0,31,31,31,31,11,11,2,8
Tatsugiri,3,6,3,252,0,92,76,4,84,31,0,31,31,31,31,11,11,3,8
Ting-Lu,1,2,4,244,0,12,0,252,0,31,31,31,31,31,31,10,11,10,8
Dondozo,2,3,2,28,4,236,0,4,236,31,31,31,31,31,31,10,10,2,8
Groudon,2,1,5,0,0,0,252,0,252,31,31,31,31,31,31,10,11,11,10
Lunala,2,4,6,0,0,0,0,0,0,31,0,31,31,31,31,11,11,0,8
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Miraidon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Whimsicott,3,3,6,0,0,0,0,0,0,31,0,31,31,31,31,11,1,3,8
Rillaboom,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Urshifu-Rapid-Strike,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Whimsicott,3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,11,1,2,3
Urshifu-Rapid-Strike,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Ursaluna,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
Miraidon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Lunala,2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,9,11,2,11
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Rillaboom,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Calyrex-Shadow,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,0,8
Zamazenta,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,2,8
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,3,0,10
Raging Bolt,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
Ogerpon-Hearthflame,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,3,2
Miraidon,2,1,5,108,0,52,212,4,132,31,31,31,31,31,31,11,11,11,11
Calyrex-Ice,2,2,1,252,36,4,0,180,36,31,31,31,31,31,31,10,1,9,8
Incineroar,3,2,1,252,116,36,0,28,76,31,31,31,31,31,31,10,10,10,10
Landorus,2,2,3,220,0,4,252,4,28,31,0,31,31,31,31,11,11,11,8
Urshifu-Rapid-Strike,2,3,1,4,252,0,0,0,252,31,31,31,31,31,31,10,10,10,10
Farigiraf,2,0,3,116,0,156,156,76,4,31,0,31,31,31,31,11,9,3,10
Miraidon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Volcarona,2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,8,0,11,11
Ogerpon,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,2,10,2,3
Zamazenta,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,10,2
Rillaboom,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Chien-Pao,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,10,10
Terapagos,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,0,8
Miraidon,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Urshifu-Rapid-Strike,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,1
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,0,10
Sinistcha,3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,11,3,0,8
Iron Treads,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Tornadus,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,11,2,1,8
Smeargle,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,4,0,3,10
Calyrex-Shadow,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,0,8
Raging Bolt,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
Zamazenta,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,2,8
Rillaboom,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Zamazenta,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,2,10
Raging Bolt,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,11,11,11
Amoonguss,3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,4,11,3,8
Chien-Pao,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,10,8
Rillaboom,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Calyrex-Shadow,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,11,11,3
Koraidon,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,10,10
Flutter Mane,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,2
Calyrex-Shadow,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,11,1,2
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Scream Tail,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,11,3,4
Ogerpon-Wellspring,2,0,6,0,0,0,0,0,0,31,31,31,31,31,31,2,10,10,3
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Miraidon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Iron Treads,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,8,10
Calyrex-Ice,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,1,9,8
Amoonguss,3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,4,11,3,8
Urshifu,3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
Incineroar,3,2,2,252,4,116,0,52,84,31,31,31,31,31,31,10,4,0,10
Rillaboom,3,1,1,252,4,76,0,172,4,31,31,31,31,31,31,10,10,10,10
Miraidon,2,1,3,132,0,28,124,4,220,31,31,31,31,31,31,11,11,11,11
Grimmsnarl,2,3,4,228,4,156,0,116,4,31,31,31,31,31,31,2,10,2,4
Ogerpon-Wellspring,2,0,1,252,12,100,0,68,76,31,31,31,31,31,31,10,2,2,3
Lunala,2,4,3,92,0,204,108,4,100,31,0,31,31,31,31,11,11,0,8
Sneasler,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,11
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,0,10,2
Ditto,3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,7,2,2,2
Calyrex-Ice,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,1,9
Grimmsnarl,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,2,4
Miraidon,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Miraidon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Urshifu-Rapid-Strike,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Ursaluna,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
Whimsicott,3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,11,3,2,1
Lunala,2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,2,9
Iron Treads,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Terapagos,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,0,8
Sinistcha,3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,3,11,8,0
Miraidon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Ogerpon-Wellspring,2,0,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,2,3
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,4,10,0
Calyrex-Shadow,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,0,8
Zamazenta,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,2,8
Rillaboom,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Raging Bolt,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
Smeargle,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,4,3,2,10
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,3,0,10
Calyrex-Shadow,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,2,8
Zamazenta-Crowned,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,2,8
Chien-Pao,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,2,8
Raging Bolt,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
Whimsicott,3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,11,3,0,1
Ogerpon-Hearthflame,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,3,2
Calyrex-Ice,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,1,9,8
Landorus,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,10
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,0,10
Amoonguss,3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,11,4,3,8
Urshifu,3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,2
Miraidon,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Volcarona,3,4,6,0,0,0,0,0,0,31,31,31,31,31,31,11,3,4,8
Urshifu-Rapid-Strike,3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,2,8
Calyrex-Ice,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,9,8
Iron Hands,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Miraidon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Farigiraf,2,0,6,0,0,0,0,0,0,31,31,31,31,31,31,11,10,9,3
Calyrex-Shadow,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,0,8
Ogerpon-Hearthflame,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,3,2
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,0,10,3,10
Rillaboom,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Raging Bolt,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
Zamazenta,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,8,2
Volcarona,2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,11,0,8,11
Chien-Pao,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
Zamazenta,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,8,2
Grimmsnarl,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,2,10,2,4
Miraidon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Iron Hands,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,10
Brute Bonnet,1,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,4,3
Lunala,2,4,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,2,9
Ursaluna,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
Chi-Yu,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Koraidon,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,8
Flutter Mane,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,8
Kyogre,2,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,8,11,11
Basculegion,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,8,10
Flutter Mane,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,2
Amoonguss,3,8,6,0,0,0,0,0,0,31,31,31,31,31,31,3,11,4,8
Calyrex-Ice,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,9,1,8
Iron Jugulis,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,1,11,8,11
Incineroar,3,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,10,0
Sneasler,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,10,10,10,11
Calyrex-Ice,2,2,6,0,0,0,0,0,0,31,31,31,31,31,31,8,10,1,9
Ditto,3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,7,2,2,2
Grimmsnarl,2,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,2,2,4
Miraidon,3,1,6,0,0,0,0,0,0,31,31,31,31,31,31,11,11,11,11
Miraidon,2,1,3,212,0,4,140,4,148,31,31,31,31,31,31,11,11,11,11
Zamazenta-Crowned,2,2,2,236,4,204,0,20,44,31,31,31,31,31,31,10,10,2,8
Chien-Pao,3,2,1,0,252,4,0,0,252,31,31,31,31,31,31,10,10,10,8
Iron Hands,3,2,1,100,204,60,0,92,52,31,31,31,31,31,31,10,10,10,10
Farigiraf,2,0,2,228,0,236,0,44,0,31,0,31,31,31,23,11,10,3,9
Whimsicott,3,3,5,252,0,12,4,204,36,31,0,31,31,31,31,11,1,2,3
Calyrex-Ice,3,2,1,236,148,0,0,124,0,31,31,31,31,31,0,10,10,9,8
Incineroar,3,2,2,244,0,188,0,76,0,31,31,31,31,31,31,10,4,0,10
Rillaboom,3,1,1,236,36,44,0,188,4,31,31,31,31,31,31,10,10,10,10
Amoonguss,3,8,4,244,0,108,0,156,0,31,0,31,31,31,0,4,3,11,11
Kyogre,2,1,5,4,0,0,252,0,252,31,0,31,31,31,31,11,11,11,11
Raging Bolt,2,2,3,140,0,108,252,4,4,31,20,31,31,31,31,11,11,11,8
Dragonite,2,4,5,20,4,4,0,244,236,31,31,31,31,31,31,10,3,1,8
Zacian-Crowned,2,2,1,92,236,12,0,4,164,31,31,31,31,31,31,10,10,10,8
Calyrex-Shadow,3,2,5,4,0,0,252,0,252,31,0,31,31,31,31,11,11,4,8
Urshifu-Rapid-Strike,2,3,1,28,156,4,0,140,180,31,31,31,31,31,31,10,10,2,8
Landorus,2,2,3,244,0,28,116,76,44,31,0,31,31,31,31,11,11,2,8
Incineroar,3,2,2,252,0,252,0,4,0,31,31,31,31,31,28,4,10,10,0
Miraidon,3,1,5,116,0,4,252,4,132,31,31,31,31,31,31,11,11,11,11
Raging Bolt,2,2,3,108,0,4,252,4,140,31,20,31,31,31,31,8,11,11,11
Whimsicott,3,3,5,156,0,0,0,204,148,31,0,31,31,31,31,1,2,11,3
Iron Bundle,3,2,5,0,0,0,252,4,252,31,31,31,31,31,31,11,11,10,8
Groudon,2,1,1,252,76,4,0,92,84,31,31,31,31,31,31,10,8,3,10
Farigiraf,2,0,2,204,0,164,4,108,28,31,0,31,31,31,31,3,9,6,10
Volcarona,2,4,5,124,0,244,4,4,132,31,31,31,31,31,31,8,11,0,11
Iron Hands,3,2,1,100,156,4,0,236,12,31,31,31,31,31,31,10,10,10,10
Miraidon,2,1,3,212,0,4,196,4,92,31,31,31,31,31,31,11,11,11,11
Grimmsnarl,2,3,4,140,4,140,0,196,28,31,31,31,31,31,31,10,2,2,4
Calyrex-Ice,2,2,1,228,36,4,0,204,36,31,31,31,31,31,31,8,10,1,9
Farigiraf,2,0,2,228,0,236,0,44,0,31,28,31,31,31,31,11,10,9,3
Grimmsnarl,2,3,4,228,4,132,0,116,28,31,31,31,31,31,31,10,2,2,4
Miraidon,2,1,5,108,0,4,252,4,140,31,31,31,31,31,31,11,11,11,11
Rillaboom,3,1,1,228,36,4,0,92,148,31,31,31,31,31,31,10,10,10,10
Incineroar,3,2,2,252,4,188,0,12,52,31,31,31,31,31,31,10,4,0,10
Calyrex-Ice,2,2,1,228,36,4,0,196,44,31,31,31,31,31,31,10,1,9,8
Annihilape,2,2,5,228,44,0,0,0,236,31,31,31,31,31,31,10,11,0,10
Calyrex-Ice,3,2,1,244,116,4,0,140,4,31,31,31,31,31,31,8,10,10,9
Miraidon,3,1,3,252,0,4,236,4,12,31,31,31,31,31,31,11,11,11,11
Incineroar,3,2,4,252,4,84,0,156,12,31,31,31,31,31,31,10,4,0,10
Amoonguss,3,8,2,236,0,156,0,116,0,31,0,31,31,31,31,8,11,3,4
Chien-Pao,3,2,5,0,252,4,0,0,252,31,31,31,31,31,31,8,10,11,10
Iron Treads,2,2,5,28,252,4,0,4,220,31,31,31,31,31,31,8,10,10,10
Grimmsnarl,3,3,6,0,0,0,0,0,0,31,31,31,31,31,31,10,0,2,4
