At index: 0 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 1891 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 1893 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 1896 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 1902 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 1908 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 1914 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 1921 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 1926 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 1932 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 1938 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 1940 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 1947 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 1953 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 1959 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 1963 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 1969 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 1974 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 1982 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 1986 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 1994 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2002 Name: Torkoal, Ability Category: 1, Ability Name: Drought 
At index: 2003 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 2004 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2011 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2017 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2023 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2028 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2034 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2042 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 2047 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2049 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 2053 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2062 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2065 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2071 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2077 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 2079 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2082 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2094 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2101 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2107 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2109 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 2119 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2125 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2134 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2137 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2143 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2148 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2153 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 2157 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2162 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2172 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2182 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2184 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2190 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 2195 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2196 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2208 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2217 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2220 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 2225 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2227 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2233 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2234 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2238 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2245 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2251 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2257 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2263 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2272 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2277 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2280 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2281 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 2286 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 2294 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 2298 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2299 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2304 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2311 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2316 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2324 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2329 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2334 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2340 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 2345 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2348 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2355 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2359 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2367 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2376 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2382 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 2388 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 2392 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2396 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 2400 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2408 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2413 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2414 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2421 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2424 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2431 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2437 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2440 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2447 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2448 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2464 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2466 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2472 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2484 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2493 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2500 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2512 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2515 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2517 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2522 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2536 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2541 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2545 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2546 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2552 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2555 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2561 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2566 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2573 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2579 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2580 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2584 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2591 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2595 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2600 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 2601 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2605 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 2612 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2619 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2628 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2635 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2638 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2645 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2646 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 2653 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2658 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2664 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 2669 Name: Torkoal, Ability Category: 1, Ability Name: Drought 
At index: 2670 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2676 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2677 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2684 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2688 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 2690 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2698 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2700 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2707 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 2710 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2713 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2721 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2728 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2731 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2737 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2749 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2751 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 2758 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2759 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2760 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 2769 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2775 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2779 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2782 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2787 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2791 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2797 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 2803 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 2808 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 2815 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2820 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2824 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 2827 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 2835 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 2837 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2854 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2857 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2866 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2877 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2880 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2881 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2887 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2892 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2897 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2899 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2907 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 2911 Name: Terapagos-Stellar, Ability Category: 1, Ability Name: Teraform Zero 
At index: 2922 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2924 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2929 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2939 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2941 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 2952 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2953 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 2964 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2974 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2977 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 2981 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 2982 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2994 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 2996 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3001 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 3003 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3012 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3024 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 3030 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3036 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 3039 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3043 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3048 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3053 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3066 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3072 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3085 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3087 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3091 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 3100 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3102 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3108 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3115 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 3120 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 3126 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3132 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 3138 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3145 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 3148 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3162 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3164 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3180 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3186 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 3187 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3202 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3205 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3207 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3212 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3218 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 3222 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3228 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 3233 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3245 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3251 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3256 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3262 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3264 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 3265 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3272 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 3283 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3294 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3304 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 3309 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3314 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 3319 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3328 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3334 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3343 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3355 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3357 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 3364 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 3369 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3373 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3375 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3383 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3390 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3397 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 3402 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3410 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3414 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3423 Name: Torkoal, Ability Category: 1, Ability Name: Drought 
At index: 3425 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 3428 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3434 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3440 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3444 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 3450 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3457 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3466 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3469 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3472 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3476 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3481 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3486 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3493 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3496 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3500 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3501 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3514 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3517 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3519 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3523 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3527 Name: Torkoal, Ability Category: 1, Ability Name: Drought 
At index: 3529 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 3531 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3534 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3535 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 3541 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3547 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3554 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3559 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3564 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3571 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 3581 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3586 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3589 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 3590 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3599 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3608 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 3613 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3624 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 3625 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3632 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3638 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3644 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3648 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3654 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3665 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3666 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3673 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3679 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3686 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3691 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3701 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3705 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3709 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3714 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3717 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3725 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3730 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3733 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3742 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3744 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3746 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3751 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 3759 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3766 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3773 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3774 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 3783 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3796 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 3799 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3809 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 3810 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 3820 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
