At index: 2 Name: Ursaluna-Bloodmoon, Ability Category: 3, Ability Name: Mind's Eye 
At index: 2044 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2054 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2057 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 2059 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 2061 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2066 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2072 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2074 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2080 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2085 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 2096 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 2097 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2102 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2103 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2116 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2120 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2123 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 2130 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 2138 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2141 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 2151 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2156 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 2160 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2194 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2205 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 2222 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2228 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2240 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2252 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2256 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 2260 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2265 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2266 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 2270 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2271 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 2276 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 2284 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2285 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 2296 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2301 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2306 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2309 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 2310 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 2313 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2323 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 2342 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2353 Name: Reshiram, Ability Category: 3, Ability Name: Turboblaze 
At index: 2354 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2356 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2361 Name: Flamigo, Ability Category: 3, Ability Name: Scrappy 
At index: 2364 Name: Seedot, Ability Category: 3, Ability Name: Pickpocket 
At index: 2373 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2377 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2381 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 2397 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2405 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 2409 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 2416 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 2419 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2432 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2438 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2443 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2463 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2467 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2471 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 2490 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2514 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 2519 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2527 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 2530 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 2534 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 2539 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 2547 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2551 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2553 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 2563 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 2564 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2569 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 2572 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2592 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 2593 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2598 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2604 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 2609 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2626 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 2631 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 2636 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2655 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 2656 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2663 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2666 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2672 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2681 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2682 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2689 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2702 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2708 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 2714 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2715 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2726 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 2727 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2730 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2743 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 2745 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2756 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2762 Name: Sableye, Ability Category: 3, Ability Name: Prankster 
At index: 2771 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 2792 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2793 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2801 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2807 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2816 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 2819 Name: Ursaluna-Bloodmoon, Ability Category: 3, Ability Name: Mind's Eye 
At index: 2831 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 2858 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 2860 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2864 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 2865 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 2878 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2884 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2886 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 2889 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2895 Name: Ursaluna-Bloodmoon, Ability Category: 3, Ability Name: Mind's Eye 
At index: 2900 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2902 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2914 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2915 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 2920 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2932 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 2933 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2948 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2955 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2961 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 2968 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 2969 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 2976 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 2980 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 2986 Name: Talonflame, Ability Category: 3, Ability Name: Gale Wings 
At index: 2990 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 2992 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3011 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3014 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 3015 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3022 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 3026 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3033 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3034 Name: Ursaluna-Bloodmoon, Ability Category: 3, Ability Name: Mind's Eye 
At index: 3035 Name: Talonflame, Ability Category: 3, Ability Name: Gale Wings 
At index: 3045 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 3063 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3074 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3075 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3088 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3093 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3095 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3112 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3116 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3129 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3137 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 3146 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3152 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3153 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3155 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 3160 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 3166 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3167 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3173 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3176 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3204 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 3209 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3219 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3230 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3247 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 3258 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 3267 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3276 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3281 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 3287 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 3298 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3303 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3307 Name: Thundurus, Ability Category: 3, Ability Name: Prankster 
At index: 3317 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3321 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3323 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3324 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 3326 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3330 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3332 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3338 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 3344 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3345 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3350 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 3351 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 3359 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3361 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3368 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3374 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 3376 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3380 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3384 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3408 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3411 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3417 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3418 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3420 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3430 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3432 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 3441 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3442 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3448 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3454 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3456 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3467 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 3473 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 3477 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 3490 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3497 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 3502 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 3503 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3515 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 3525 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3532 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3538 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3539 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 3542 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3543 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3548 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 3551 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3552 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 3555 Name: Ursaluna-Bloodmoon, Ability Category: 3, Ability Name: Mind's Eye 
At index: 3560 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3561 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3566 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3574 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3576 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 3579 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3583 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 3588 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 3593 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3595 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3601 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 3609 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3616 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 3619 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 3622 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 3631 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3634 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3637 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 3641 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3642 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3646 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3652 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 3653 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3657 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3660 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 3674 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3675 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3707 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3708 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3719 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3741 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3745 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3758 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3760 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3764 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 3772 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3788 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 3790 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3791 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 3802 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3805 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3807 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3830 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3833 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 3840 Name: Terapagos-Stellar, Ability Category: 3, Ability Name: Tera Shift 
At index: 3851 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 3853 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 3856 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3860 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3862 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3864 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 3867 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3871 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3873 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3881 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3884 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 3898 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3917 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3924 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3929 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3934 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3936 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3937 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3950 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 3951 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3956 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3959 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 3963 Name: Urshifu, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3969 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 3974 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 3975 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3988 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 3992 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4001 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4004 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 4006 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4012 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4034 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4058 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4060 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4066 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4073 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4096 Name: Thundurus, Ability Category: 3, Ability Name: Prankster 
At index: 4113 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 4114 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4115 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 4122 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4128 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 4151 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 4154 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 4155 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 4164 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 4168 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
