name,item,gender,ability,level,tera_type,nature,evs.ev_hp,evs.ev_attack,evs.ev_defense,evs.ev_special_attack,evs.ev_special_defense,evs.ev_speed,ivs.iv_hp,ivs.iv_attack,ivs.iv_defense,ivs.iv_special_attack,ivs.iv_special_defense,ivs.iv_speed,moves.move_1,moves.move_2,moves.move_3,moves.move_4
Sableye,Eject Button,Male,Prankster,50,Dark,Careful,196,4,172,196,116,20,0,0,31,31,31,0,Gravity,Encore,Quash,Will-O-Wisp
Calyrex-Ice,Mental Herb,Genderless,As One (Glastrier),50,Electric,Impish,244,4,188,4,28,44,31,0,31,26,31,0,Glacial Lance,Taunt,Gravity,Trick Room
Yanmega,Focus Sash,Female,Speed Boost,50,Dragon,Adamant,172,196,4,4,68,68,31,0,31,13,31,0,Air Slash,Hypnosis,Tailwind,Protect
Incineroar,Assault Vest,Male,Intimidate,50,Water,Adamant,172,36,4,252,148,148,0,0,31,0,31,0,Fake Out,Flare Blitz,Knock Off,U-turn
Calyrex-Shadow,Life Orb,Genderless,As One (Spectrier),50,Dark,Timid,28,4,4,220,4,252,0,0,31,16,31,1,Astral Barrage,Psychic,Nasty Plot,Protect
Zamazenta-Crowned,Rusted Shield,Male,Dauntless Shield,50,Dragon,Impish,236,4,244,4,4,20,31,0,31,17,31,0,Body Press,Heavy Slam,Wide Guard,Protect
Raging Bolt,Booster Energy,Genderless,Protosynthesis,50,Fairy,Modest,188,4,132,180,4,4,0,20,31,31,31,0,Thunderbolt,Thunderclap,Dragon Pulse,Protect
Rillaboom,Assault Vest,Male,Grassy Surge,50,Fire,Adamant,252,36,4,4,204,12,31,0,31,29,31,0,Grassy Glide,Wood Hammer,U-turn,Fake Out
Dragonite,Choice Band,Female,Inner Focus,50,Normal,Adamant,196,252,12,4,4,44,31,0,31,13,31,0,Extreme Speed,Low Kick,Outrage,Aerial Ace
Ogerpon-Hearthflame,Hearthflame Mask,Female,Mold Breaker,50,Fire,Adamant,252,108,84,252,36,28,0,0,31,0,31,0,Ivy Cudgel,Grassy Glide,Follow Me,Spiky Shield
Terapagos-Terastal,Covert Cloak,Female,Tera Shell,50,Stellar,Modest,204,4,4,236,4,60,0,15,31,16,31,1,Tera Starstorm,Earth Power,Calm Mind,Protect
Ogerpon-Cornerstone,Cornerstone Mask,Female,Sturdy,50,Rock,Jolly,4,204,44,4,4,252,31,0,31,17,31,0,Ivy Cudgel,Taunt,Follow Me,Spiky Shield
Incineroar,Rocky Helmet,Male,Intimidate,50,Ghost,Impish,236,4,196,180,44,28,0,20,31,31,31,0,Knock Off,Fake Out,Parting Shot,Will-O-Wisp
Rillaboom,Assault Vest,Female,Grassy Surge,50,Fire,Adamant,228,84,4,4,116,68,31,0,31,29,31,0,Drum Beating,Fake Out,U-turn,Grassy Glide
Calyrex-Shadow,Focus Sash,Genderless,As One (Spectrier),50,Ghost,Timid,196,252,12,252,4,252,31,0,31,13,31,0,Astral Barrage,Protect,Disable,Psychic
Garganacl,Leftovers,Male,Purifying Salt,50,Ghost,Relaxed,252,108,156,252,100,28,0,0,31,0,31,4,Protect,Wide Guard,Salt Cure,Recover
Calyrex-Shadow,Focus Sash,Genderless,As One (Spectrier),50,Ghost,Timid,4,4,84,164,4,252,0,0,31,16,31,1,Astral Barrage,Psychic,Nasty Plot,Protect
Koraidon,Clear Amulet,Genderless,Orichalcum Pulse,50,Fire,Adamant,204,196,4,4,4,100,31,0,31,17,31,0,Collision Course,Flare Blitz,Flame Charge,Protect
Chi-Yu,Choice Scarf,Genderless,Beads of Ruin,50,Ghost,Modest,4,4,196,252,44,252,0,0,31,31,31,0,Dark Pulse,Overheat,Heat Wave,Snarl
Incineroar,Safety Goggles,Male,Intimidate,50,Bug,Impish,244,84,188,4,76,68,31,0,31,29,31,29,Knock Off,Will-O-Wisp,Fake Out,Parting Shot
Rillaboom,Assault Vest,Female,Grassy Surge,50,Fire,Adamant,204,36,4,252,252,12,31,0,31,13,31,0,Wood Hammer,Grassy Glide,Fake Out,U-turn
Amoonguss,Covert Cloak,Female,Regenerator,50,Water,Sassy,252,108,100,252,156,28,0,0,31,0,31,0,Pollen Puff,Spore,Rage Powder,Protect
Cresselia,Electric Seed,Female,Levitate,50,Fairy,Modest,228,4,76,36,156,12,0,0,31,16,31,1,Psychic,Lunar Blessing,Helping Hand,Trick Room
Iron Hands,Assault Vest,Genderless,Quark Drive,50,Water,Adamant,92,172,4,4,236,4,31,0,31,17,31,0,Drain Punch,Wild Charge,Low Kick,Fake Out
Calyrex-Shadow,Life Orb,Genderless,As One (Spectrier),50,Dark,Timid,4,4,4,252,44,252,0,0,31,31,31,0,Astral Barrage,Psychic,Encore,Protect
Miraidon,Choice Scarf,Genderless,Hadron Engine,50,Electric,Timid,100,84,20,252,4,132,31,0,31,29,31,29,Electro Drift,Volt Switch,Draco Meteor,Snarl
Ursaluna,Flame Orb,Male,Guts,50,Ghost,Brave,156,156,4,252,196,12,31,0,31,13,31,0,Facade,Headlong Rush,Earthquake,Protect
Sneasler,Focus Sash,Female,Unburden,50,Fighting,Jolly,252,252,4,252,156,252,0,0,31,0,31,0,Close Combat,Fake Out,Feint,Dire Claw
Calyrex-Ice,Leftovers,Genderless,As One (Glastrier),50,Water,Adamant,252,36,4,36,196,20,0,0,31,16,31,1,Glacial Lance,Leech Seed,Trick Room,Protect
Miraidon,Choice Specs,Genderless,Hadron Engine,50,Fairy,Modest,236,172,36,36,132,68,31,0,31,17,31,0,Electro Drift,Volt Switch,Draco Meteor,Dazzling Gleam
Grimmsnarl,Light Clay,Male,Prankster,50,Ghost,Careful,252,4,124,252,116,12,0,0,31,31,31,0,Spirit Break,Thunder Wave,Reflect,Light Screen
Urshifu-Rapid-Strike,Choice Band,Male,Unseen Fist,50,Ghost,Adamant,108,196,4,252,180,20,31,0,31,29,31,29,Surging Strikes,Close Combat,U-turn,Aqua Jet
Incineroar,Assault Vest,Male,Intimidate,50,Grass,Jolly,180,4,60,252,12,252,31,0,31,13,31,0,Flare Blitz,Knock Off,U-turn,Fake Out
Landorus,Life Orb,Male,Sheer Force,50,Poison,Modest,252,252,4,116,132,4,0,0,31,0,31,0,Earth Power,Sludge Bomb,Taunt,Protect
Calyrex-Ice,Covert Cloak,Genderless,As One (Glastrier),50,Dragon,Brave,252,196,4,36,60,20,0,0,31,16,31,0,Glacial Lance,High Horsepower,Trick Room,Protect
Kyogre,Splash Plate,Genderless,Drizzle,50,Water,Quiet,252,172,36,252,4,68,31,0,31,17,31,0,Origin Pulse,Water Spout,Ice Beam,Protect
Venonat,Eviolite,Female,Compound Eyes,50,Ghost,Relaxed,252,4,252,252,252,12,8,0,31,31,31,0,Endeavor,Sleep Powder,Skill Swap,Rage Powder
Farigiraf,Safety Goggles,Female,Armor Tail,50,Fairy,Bold,252,196,100,252,156,20,31,0,31,29,31,29,Hyper Voice,Psychic Noise,Foul Play,Trick Room
Ursaluna,Flame Orb,Male,Guts,50,Ghost,Brave,108,244,60,252,156,252,31,0,31,13,31,0,Facade,Headlong Rush,Earthquake,Protect
Urshifu-Rapid-Strike,Choice Scarf,Male,Unseen Fist,50,Water,Jolly,252,236,4,116,20,252,0,0,31,0,31,0,Surging Strikes,Aqua Jet,Close Combat,U-turn
Zacian-Crowned,Rusted Sword,Female,Intrepid Sword,50,Fighting,Jolly,60,236,4,36,60,212,0,0,31,16,31,0,Behemoth Blade,Play Rough,Sacred Sword,Protect
Kyogre,Assault Vest,Genderless,Drizzle,50,Water,Timid,108,172,36,156,4,244,31,0,31,17,31,0,Water Spout,Origin Pulse,Ice Beam,Thunder
Pikachu,Focus Sash,Male,Lightning Rod,50,Ghost,Naive,252,252,252,4,252,252,0,0,18,31,14,0,Nuzzle,Endeavor,Upper Hand,Fake Out
Moltres-Galar,Covert Cloak,Female,Berserk,50,Steel,Modest,252,196,100,156,156,100,31,0,31,29,31,29,Fiery Wrath,Hurricane,Tailwind,Protect
Amoonguss,Rocky Helmet,Male,Regenerator,50,Water,Relaxed,236,244,252,252,20,252,31,0,31,13,31,0,Foul Play,Pollen Puff,Spore,Rage Powder
Grimmsnarl,Power Bracer,Male,Prankster,50,Steel,Calm,252,236,212,4,36,4,0,0,31,0,31,0,Foul Play,Fake Out,Trick,Scary Face
Kyogre,Choice Scarf,Genderless,Drizzle,50,Water,Timid,60,236,4,252,60,252,0,0,31,16,31,0,Waterfall,Hydro Pump,Thunder,Ice Beam
Amoonguss,Rocky Helmet,Male,Regenerator,50,Dark,Bold,236,172,236,156,36,244,31,0,31,17,31,0,Pollen Puff,Clear Smog,Spore,Rage Powder
Zamazenta-Crowned,Rusted Shield,Male,Dauntless Shield,50,Water,Impish,188,252,252,4,252,68,0,0,18,31,14,0,Body Press,Heavy Slam,Iron Defense,Protect
Iron Jugulis,Booster Energy,Genderless,Quark Drive,50,Ground,Timid,164,196,4,68,180,92,31,0,31,29,31,29,Snarl,Hurricane,Tailwind,Protect
Ceruledge,Life Orb,Male,Flash Fire,50,Fairy,Adamant,228,252,252,252,20,28,31,0,31,13,31,0,Bitter Blade,Shadow Sneak,Tera Blast,Protect
Zebstrika,Focus Sash,Male,Lightning Rod,50,Ghost,Jolly,196,4,44,4,12,252,0,0,31,0,31,0,Supercell Slam,Taunt,Screech,Protect
Zamazenta-Crowned,Rusted Shield,Male,Dauntless Shield,50,Ghost,Impish,92,4,156,252,4,252,0,0,31,16,31,0,Body Press,Behemoth Bash,Iron Defense,Protect
Miraidon,Choice Specs,Genderless,Hadron Engine,50,Fairy,Modest,44,172,4,244,12,204,31,0,31,17,31,0,Electro Drift,Dazzling Gleam,Volt Switch,Draco Meteor
Whimsicott,Covert Cloak,Female,Prankster,50,Dark,Calm,252,252,84,4,140,28,0,0,18,31,14,0,Moonblast,Tailwind,Light Screen,Encore
Chien-Pao,Life Orb,Genderless,Sword of Ruin,50,Stellar,Adamant,164,252,4,68,180,252,31,0,31,29,31,29,Sucker Punch,Ice Spinner,Crunch,Protect
Incineroar,Assault Vest,Male,Intimidate,50,Bug,Adamant,252,36,44,252,124,52,31,0,31,13,31,0,Knock Off,Flare Blitz,Fake Out,U-turn
Ursaluna-Bloodmoon,Focus Sash,Female,Mind's Eye,50,Normal,Timid,4,4,44,252,12,252,0,0,31,0,31,0,Blood Moon,Earth Power,Vacuum Wave,Protect
Koraidon,Clear Amulet,Genderless,Orichalcum Pulse,50,Fire,Adamant,4,252,156,252,4,252,0,0,31,16,31,0,Flare Blitz,Collision Course,Flame Charge,Protect
Chi-Yu,Choice Scarf,Genderless,Beads of Ruin,50,Water,Modest,140,172,4,116,12,252,31,0,31,17,31,0,Heat Wave,Snarl,Overheat,Tera Blast
Calyrex-Shadow,Focus Sash,Genderless,As One (Spectrier),50,Normal,Timid,92,252,36,124,4,252,0,0,18,31,14,0,Astral Barrage,Expanding Force,Encore,Protect
Raging Bolt,Assault Vest,Genderless,Protosynthesis,50,Electric,Modest,252,252,60,100,20,76,31,20,31,29,31,29,Thunderbolt,Draco Meteor,Electroweb,Thunderclap
Indeedee-F,Rocky Helmet,Male,Psychic Surge,50,Grass,Relaxed,252,36,252,252,4,52,31,0,31,13,31,6,Psychic,Follow Me,Helping Hand,Trick Room
Iron Valiant,Booster Energy,Genderless,Quark Drive,50,Ghost,Timid,252,4,44,252,4,252,0,0,31,0,31,0,Moonblast,Icy Wind,Taunt,Wide Guard
Poliwhirl,Focus Sash,Male,Swift Swim,50,Ghost,Timid,4,252,4,252,4,252,0,0,31,16,31,0,Encore,Endeavor,Protect,Icy Wind
Kyogre,Life Orb,Genderless,Drizzle,50,Water,Timid,4,172,4,252,4,244,31,0,31,17,31,0,Water Spout,Protect,Ice Beam,Origin Pulse
Farigiraf,Safety Goggles,Female,Armor Tail,50,Fairy,Bold,252,252,156,124,100,252,0,0,18,31,14,0,Foul Play,Helping Hand,Trick Room,Protect
Zacian-Crowned,Rusted Sword,Male,Intrepid Sword,50,Ground,Jolly,84,252,4,100,4,164,31,20,31,29,31,29,Tera Blast,Play Rough,Behemoth Blade,Protect
Incineroar,Covert Cloak,Male,Intimidate,50,Fairy,Careful,252,36,20,252,236,52,31,0,31,13,31,6,Taunt,Knock Off,Parting Shot,Fake Out
Tornadus,Sharp Beak,Male,Prankster,50,Ghost,Modest,92,4,4,252,4,156,0,0,31,0,31,0,Bleakwind Storm,Protect,Rain Dance,Tailwind
Raging Bolt,Magnet,Genderless,Protosynthesis,75,Electric,Modest,148,252,100,108,20,132,0,20,31,16,31,0,Protect,Thunderbolt,Thunderclap,Draco Meteor
Flutter Mane,Focus Sash,Genderless,Protosynthesis,50,Fairy,Timid,4,172,4,252,4,252,31,0,31,17,31,0,Protect,Shadow Ball,Icy Wind,Moonblast
Lunala,Leftovers,Genderless,Shadow Shield,60,Fairy,Modest,132,252,172,180,12,12,0,0,18,31,14,0,Protect,Moongeist Beam,Expanding Force,Calm Mind
Indeedee-F,Rocky Helmet,Female,Psychic Surge,50,Grass,Bold,252,252,220,100,36,164,31,0,31,29,31,29,Protect,Psychic,Follow Me,Helping Hand
Blaziken,Psychic Seed,Female,Speed Boost,50,Dark,Jolly,20,156,4,252,124,204,31,0,31,13,31,6,Protect,Knock Off,Swords Dance,Baton Pass
Koraidon,Clear Amulet,Genderless,Orichalcum Pulse,50,Fire,Adamant,252,124,4,252,52,76,0,0,31,0,31,0,Protect,Flare Blitz,Collision Course,Drain Punch
Zamazenta-Crowned,Rusted Shield,Male,Dauntless Shield,50,Water,Impish,252,4,156,108,20,76,0,20,31,16,31,0,Heavy Slam,Body Press,Wide Guard,Protect
Calyrex-Shadow,Spell Tag,Genderless,As One (Spectrier),50,Dark,Timid,188,172,84,68,4,164,31,0,31,17,31,0,Astral Barrage,Psychic,Nasty Plot,Protect
Incineroar,Assault Vest,Male,Intimidate,50,Water,Adamant,244,36,124,180,76,28,0,0,18,31,14,0,Flare Blitz,Knock Off,U-turn,Fake Out
Amoonguss,Rocky Helmet,Female,Regenerator,50,Water,Calm,252,252,180,100,76,164,31,0,31,29,31,26,Sludge Bomb,Spore,Rage Powder,Protect
Raging Bolt,Magnet,Genderless,Protosynthesis,50,Electric,Modest,196,156,52,100,4,156,31,20,31,13,31,6,Thunderbolt,Dragon Pulse,Thunderclap,Protect
Chien-Pao,Focus Sash,Genderless,Sword of Ruin,50,Stellar,Adamant,252,252,4,252,52,252,0,0,31,0,31,0,Ice Spinner,Crunch,Ice Shard,Protect
Zoroark-Hisui,Focus Sash,Female,Illusion,50,Normal,Timid,4,4,156,252,20,252,0,0,31,16,31,0,Bitter Malice,Hyper Voice,Burning Jealousy,Protect
Dialga-Origin,Adamant Crystal,Female,Telepathy,50,Ground,Quiet,252,172,84,236,20,164,31,0,31,17,31,0,Flash Cannon,Draco Meteor,Earth Power,Trick Room
Calyrex-Ice,Clear Amulet,Genderless,As One (Glastrier),50,Dragon,Brave,252,196,124,180,60,28,0,0,18,31,14,0,Glacial Lance,High Horsepower,Trick Room,Protect
Incineroar,Assault Vest,Male,Blaze,50,Bug,Brave,252,252,4,100,76,164,31,0,31,29,31,28,Flare Blitz,Knock Off,U-turn,Fake Out
Ursaluna,Flame Orb,Male,Guts,50,Ghost,Brave,108,244,52,100,156,156,31,20,31,13,31,0,Facade,Headlong Rush,Earthquake,Protect
Ogerpon-Wellspring,Wellspring Mask,Female,Water Absorb,50,Water,Adamant,252,68,28,252,92,68,0,0,31,0,31,0,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
Calyrex-Shadow,Focus Sash,Genderless,As One (Spectrier),50,Normal,Timid,4,4,156,252,20,252,0,0,31,16,31,0,Astral Barrage,Psychic,Encore,Protect
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Ghost,Quiet,252,172,84,236,20,164,31,0,31,17,31,0,Body Press,Heavy Slam,Wide Guard,Protect
Chien-Pao,Life Orb,Genderless,Sword of Ruin,50,Stellar,Brave,252,196,124,180,60,28,0,0,18,31,14,0,Ice Spinner,Crunch,Sucker Punch,Protect
Raging Bolt,Magnet,Genderless,Protosynthesis,50,Electric,Brave,252,252,4,100,76,164,31,20,31,29,31,28,Thunderbolt,Dragon Pulse,Thunderclap,Protect
Rillaboom,Assault Vest,Female,Grassy Surge,50,Water,Brave,108,244,52,100,156,156,31,20,31,13,31,0,Wood Hammer,Grassy Glide,Fake Out,U-turn
Amoonguss,Rocky Helmet,Female,Regenerator,50,Water,Adamant,252,68,28,252,92,68,0,0,31,0,31,0,Spore,Rage Powder,Sludge Bomb,Protect
Lunala,Electric Seed,Genderless,Shadow Shield,50,Fairy,Modest,116,4,100,252,20,20,0,0,31,16,31,0,Moongeist Beam,Moonblast,Trick Room,Wide Guard
Miraidon,Choice Specs,Genderless,Hadron Engine,50,Ghost,Modest,4,172,4,244,4,252,31,0,31,17,31,0,Electro Drift,Draco Meteor,Discharge,Volt Switch
Tornadus,Covert Cloak,Male,Prankster,50,Dark,Timid,244,196,156,4,4,100,0,0,18,31,14,0,Bleakwind Storm,Tailwind,Rain Dance,Taunt
Incineroar,Rocky Helmet,Female,Intimidate,50,Grass,Careful,244,4,100,100,76,84,31,20,31,29,31,28,Flare Blitz,Knock Off,U-turn,Fake Out
Urshifu-Rapid-Strike,Focus Sash,Male,Unseen Fist,50,Stellar,Adamant,4,252,52,100,156,252,31,20,31,13,31,0,Surging Strikes,Aqua Jet,Close Combat,Detect
Ursaluna,Flame Orb,Male,Guts,50,Ghost,Adamant,12,252,4,252,84,156,0,0,31,0,31,0,Earthquake,Headlong Rush,Facade,Protect
Tatsugiri,Ability Shield,Female,Commander,50,Normal,Modest,108,4,164,108,44,84,0,0,31,16,31,0,Protect,Muddy Water,Draco Meteor,Helping Hand
Calyrex-Shadow,Focus Sash,Genderless,As One (Spectrier),50,Ghost,Timid,4,172,4,252,4,252,31,0,31,17,31,0,Protect,Astral Barrage,Psychic,Shadow Ball
Tornadus,Covert Cloak,Male,Prankster,50,Normal,Modest,212,196,164,92,36,4,0,0,18,31,14,0,Protect,Bleakwind Storm,Tailwind,Taunt
Dondozo,Leftovers,Male,Unaware,50,Grass,Adamant,4,156,20,100,156,172,31,20,31,29,31,28,Protect,Wave Crash,Earthquake,Order Up
Miraidon,Assault Vest,Genderless,Hadron Engine,50,Fairy,Modest,132,252,20,148,4,204,31,20,31,13,31,0,Electro Drift,Draco Meteor,Volt Switch,Dazzling Gleam
Chi-Yu,Choice Scarf,Genderless,Beads of Ruin,50,Ghost,Modest,20,252,4,228,4,252,0,0,31,0,31,0,Heat Wave,Ruination,Dark Pulse,Overheat
Calyrex-Shadow,Focus Sash,Genderless,As One (Spectrier),50,Normal,Timid,108,4,4,252,44,252,0,0,31,16,31,0,Astral Barrage,Psychic,Encore,Protect
Zamazenta-Crowned,Rusted Shield,Male,Dauntless Shield,50,Ghost,Impish,172,4,244,252,4,84,31,0,31,17,31,0,Body Press,Heavy Slam,Wide Guard,Protect
Chien-Pao,Life Orb,Genderless,Sword of Ruin,50,Stellar,Jolly,212,252,4,92,36,252,0,0,18,31,14,0,Crunch,Ice Spinner,Sucker Punch,Protect
Amoonguss,Rocky Helmet,Female,Regenerator,50,Water,Sassy,252,156,180,100,76,172,31,0,31,29,31,0,Sludge Bomb,Spore,Rage Powder,Protect
Raging Bolt,Zap Plate,Genderless,Protosynthesis,50,Electric,Modest,228,252,20,252,4,4,31,20,31,13,31,0,Thunderbolt,Dragon Pulse,Thunderclap,Protect
Ting-Lu,Assault Vest,Genderless,Vessel of Ruin,50,Fire,Adamant,132,180,116,228,76,4,0,0,31,0,31,0,Stomping Tantrum,Ruination,Stone Edge,Bulldoze
Calyrex-Ice,Never-Melt Ice,Genderless,As One (Glastrier),50,Water,Adamant,252,44,4,252,164,44,0,0,31,16,31,0,Glacial Lance,Leech Seed,Trick Room,Protect
Terapagos-Terastal,Leftovers,Male,Tera Shell,50,Stellar,Modest,172,4,140,180,4,12,31,15,31,17,31,0,Tera Starstorm,Earth Power,Calm Mind,Protect
Incineroar,Rocky Helmet,Male,Intimidate,50,Bug,Impish,252,252,188,92,68,252,0,0,18,31,14,26,Knock Off,Parting Shot,Will-O-Wisp,Fake Out
Rillaboom,Assault Vest,Female,Grassy Surge,50,Grass,Adamant,156,116,4,100,172,60,31,0,31,29,31,0,Wood Hammer,Grassy Glide,U-turn,Fake Out
Urshifu-Rapid-Strike,Choice Band,Male,Unseen Fist,50,Grass,Adamant,140,196,4,252,108,60,31,20,31,13,31,0,Surging Strikes,Close Combat,Aqua Jet,U-turn
Amoonguss,Focus Sash,Male,Regenerator,50,Water,Calm,236,180,196,228,76,4,0,0,31,0,31,26,Pollen Puff,Spore,Rage Powder,Protect
Miraidon,Choice Specs,Genderless,Hadron Engine,50,Fairy,Modest,236,44,36,196,4,36,0,0,31,16,31,0,Electro Drift,Draco Meteor,Volt Switch,Dazzling Gleam
Koraidon,Loaded Dice,Genderless,Orichalcum Pulse,50,Fire,Adamant,4,252,140,180,4,252,31,15,31,17,31,0,Scale Shot,Collision Course,Flare Blitz,Protect
Flutter Mane,Focus Sash,Genderless,Protosynthesis,50,Normal,Timid,4,252,188,252,68,252,0,0,18,31,14,26,Moonblast,Icy Wind,Taunt,Protect
Volcarona,Electric Seed,Male,Flame Body,50,Water,Bold,252,116,204,100,52,60,31,0,31,29,31,0,Fiery Dance,Rage Powder,Tailwind,Protect
Grimmsnarl,Covert Cloak,Male,Prankster,50,Ground,Impish,252,196,156,252,100,60,31,20,31,13,31,0,Sucker Punch,Thunder Wave,Light Screen,Fake Out
Incineroar,Assault Vest,Female,Intimidate,50,Water,Adamant,244,36,124,228,76,28,0,0,31,0,31,26,Flare Blitz,Knock Off,U-turn,Fake Out
Whimsicott,Focus Sash,Female,Prankster,50,Dark,Timid,236,44,116,196,252,140,0,0,31,16,31,0,Endeavor,Tailwind,Encore,Light Screen
Miraidon,Covert Cloak,Genderless,Hadron Engine,50,Electric,Modest,236,252,4,252,4,12,31,15,31,17,31,0,Electro Drift,Draco Meteor,Dazzling Gleam,Snarl
Calyrex-Ice,Clear Amulet,Genderless,As One (Glastrier),50,Fire,Brave,252,172,188,252,84,252,0,0,18,31,14,0,Trick Room,Protect,Glacial Lance,High Horsepower
Urshifu-Rapid-Strike,Mystic Water,Male,Unseen Fist,50,Water,Adamant,60,252,4,100,92,100,31,0,31,29,31,0,Surging Strikes,Aqua Jet,Close Combat,Detect
Incineroar,Sitrus Berry,Male,Intimidate,50,Water,Careful,244,4,116,252,60,84,31,20,31,13,31,0,Knock Off,Parting Shot,Will-O-Wisp,Fake Out
Volcarona,Rocky Helmet,Male,Flame Body,50,Grass,Bold,252,36,188,4,20,44,0,0,31,0,31,26,Fiery Dance,Giga Drain,Quiver Dance,Rage Powder
Koraidon,Clear Amulet,Genderless,Orichalcum Pulse,50,Fire,Adamant,252,140,116,196,252,116,0,0,31,16,31,0,Flare Blitz,Collision Course,Substitute,Protect
Lunala,Choice Scarf,Genderless,Shadow Shield,50,Fairy,Modest,4,252,4,252,4,252,31,0,31,17,31,0,Moonblast,Moongeist Beam,Moonlight,Trick
Dragonite,Silk Scarf,Female,Multiscale,50,Normal,Adamant,252,252,4,252,84,252,0,0,18,31,14,0,Dragon Claw,Extreme Speed,Aqua Jet,Protect
Ursaluna-Bloodmoon,Covert Cloak,Male,Mind's Eye,50,Poison,Modest,244,252,68,100,4,92,31,0,31,29,31,0,Blood Moon,Earth Power,Vacuum Wave,Protect
Incineroar,Rocky Helmet,Male,Intimidate,50,Fairy,Careful,252,4,68,252,180,4,31,20,31,13,31,0,Flare Blitz,Knock Off,Parting Shot,Fake Out
Rillaboom,Assault Vest,Male,Grassy Surge,50,Dark,Adamant,252,124,4,4,60,68,0,0,31,0,31,26,Wood Hammer,Grassy Glide,U-turn,Fake Out
Calyrex-Ice,Leftovers,Genderless,As One (Glastrier),50,Water,Adamant,252,140,116,196,252,116,0,0,31,16,31,0,Glacial Lance,Leech Seed,Trick Room,Protect
Miraidon,Choice Specs,Genderless,Hadron Engine,50,Fairy,Modest,4,252,4,252,4,252,31,0,31,17,31,0,Volt Switch,Draco Meteor,Electro Drift,Dazzling Gleam
Grimmsnarl,Light Clay,Male,Prankster,50,Ghost,Adamant,252,252,4,252,84,252,0,0,18,31,14,0,Spirit Break,Reflect,Light Screen,Thunder Wave
Incineroar,Assault Vest,Male,Intimidate,50,Grass,Modest,244,252,68,100,4,92,31,0,31,29,31,0,Flare Blitz,Knock Off,U-turn,Fake Out
Urshifu-Rapid-Strike,Choice Band,Male,Unseen Fist,50,Ghost,Careful,252,4,68,252,180,4,31,20,31,13,31,0,Surging Strikes,Close Combat,U-turn,Aqua Jet
Ogerpon-Cornerstone,Cornerstone Mask,Female,Sturdy,50,Rock,Adamant,252,124,4,4,60,68,0,0,31,0,31,26,Ivy Cudgel,Knock Off,Follow Me,Spiky Shield
Zamazenta-Crowned,Rusted Shield,Male,Dauntless Shield,50,Fire,Impish,188,140,156,196,252,164,0,0,31,16,31,0,Body Press,Heavy Slam,Wide Guard,Protect
Calyrex-Shadow,Focus Sash,Genderless,As One (Spectrier),50,Ghost,Timid,4,252,4,252,4,252,31,0,31,17,31,0,Astral Barrage,Psychic,Taunt,Protect
Roaring Moon,Booster Energy,Genderless,Protosynthesis,50,Poison,Jolly,132,68,108,252,4,196,0,0,18,31,14,0,Knock Off,Tailwind,Taunt,Protect
Indeedee-F,Rocky Helmet,Female,Psychic Surge,50,Fairy,Bold,236,252,252,100,20,92,31,0,31,29,31,28,Psychic,Follow Me,Helping Hand,Trick Room
Rhyperior,Assault Vest,Female,Lightning Rod,50,Fairy,Brave,108,156,68,252,244,4,31,20,31,13,31,0,Rock Blast,Ice Punch,Crunch,Tera Blast
Ogerpon-Cornerstone,Cornerstone Mask,Female,Sturdy,50,Rock,Adamant,188,76,52,4,4,188,0,0,31,0,31,26,Ivy Cudgel,Seed Bomb,Follow Me,Spiky Shield
Calyrex-Ice,Safety Goggles,Genderless,As One (Glastrier),50,Water,Adamant,252,116,4,196,100,36,0,0,31,16,31,0,Glacial Lance,High Horsepower,Trick Room,Protect
Terapagos-Stellar,Power Herb,Male,Teraform Zero,50,Stellar,Modest,100,252,4,252,4,148,31,15,31,17,31,0,Tera Starstorm,Meteor Beam,Earth Power,Protect
Smeargle,Focus Sash,Female,Moody,50,Grass,Timid,100,68,108,252,44,252,0,0,18,31,14,0,Spore,Follow Me,Decorate,Fake Out
Ogerpon-Cornerstone,Cornerstone Mask,Female,Sturdy,50,Rock,Jolly,4,252,252,100,20,252,31,0,31,29,31,28,Ivy Cudgel,Follow Me,Spiky Shield,Power Whip
Urshifu-Rapid-Strike,Choice Band,Male,Unseen Fist,50,Ghost,Adamant,108,252,12,252,108,28,31,20,31,13,31,0,Surging Strikes,Close Combat,Aqua Jet,U-turn
Tornadus,Rocky Helmet,Male,Prankster,50,Water,Modest,252,76,204,36,4,12,0,0,31,0,31,26,Tailwind,Bleakwind Storm,Dark Pulse,Protect
Dragonite,Loaded Dice,Male,Multiscale,50,Normal,Jolly,28,252,4,196,4,220,0,0,31,16,31,0,Scale Shot,Extreme Speed,Tailwind,Encore
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Ghost,Impish,164,12,236,252,4,92,31,15,31,17,31,0,Heavy Slam,Body Press,Wide Guard,Protect
Calyrex-Shadow,Focus Sash,Genderless,As One (Spectrier),50,Dark,Timid,100,68,4,252,44,252,0,0,18,31,14,0,Astral Barrage,Psychic,Encore,Protect
Chien-Pao,Life Orb,Genderless,Sword of Ruin,50,Stellar,Jolly,4,252,4,100,20,252,31,0,31,29,31,28,Icicle Crash,Sucker Punch,Ice Shard,Protect
